region;sppName;latinName;RFMO;RFMO_Stock_ID;X3A_CODE;FIDES_AREA;area;areaBis;TAC area description;Comments;;
Mediterranean and Black Sea;Anglerfish;Lophius piscatorius;GFCM;;MON,MNZ;No TAC;GSAs 1-16, 18-23;37_1_1,37_1_2,37_1_3,37_2_2;;;;
Mediterranean and Black Sea;Whiting;Merlangius merlangus;GFCM;;WHG;No TAC;GSAs 28-29;37_4_1,37_4_2;;;;
Mediterranean and Black Sea;Hake;Merluccius merluccius;GFCM;;HKE;No TAC;GSAs 1-27;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2;;;;
Mediterranean and Black Sea;Blue whiting;Micromesistius poutassou;GFCM;;WHB;No TAC;GSAs 1-11, 22-23;37_1_1,37_3_1;;;;
Mediterranean and Black Sea;Grey mullets;Mugilidae;GFCM;;MGS;No TAC;GSAs 8-10, 11.2, 12-23;37_1_3,37_2_1,37_2_2,37_3_1;;;;
Mediterranean and Black Sea;Red mullet;Mullus barbatus;GFCM;;MUT;No TAC;GSAs 1-29;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2;;;;
Mediterranean and Black Sea;Striped red mullet;Mullus surmuletus;GFCM;;MUR;No TAC;GSAs 1-16, 19-27;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2;;;;
Mediterranean and Black Sea;Norway lobster;Nephrops norvegicus;GFCM;;NEP;No TAC;GSAs 1-21;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2;;;;
Mediterranean and Black Sea;Common octopus;Octopus vulgaris;GFCM;;OCC;No TAC;GSAs 1-27;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2;;;;
Mediterranean and Black Sea;Blackspot seabream;Pagellus bogaraveo;GFCM;;SBR;No TAC;GSAs 1-11;37_1_1;;;;
Mediterranean and Black Sea;Common pandora;Pagellus erythrinus;GFCM;;PAC;No TAC;GSAs 1-27;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2;;;;
Mediterranean and Black Sea;Caramote prawn;Penaeus kerathurus;GFCM;;TGS;No TAC;GSAs 22-23;37_3_1;;;;
Mediterranean and Black Sea;Deepwater rose shrimp;Parapenaeus longirostris;GFCM;;DPS;No TAC;GSAs 1-27;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2;;;;
Mediterranean and Black Sea;Blue crab;Portunus segnis;GFCM;;QSO;No TAC;GSAs 8-10, 11.2, 12-16, 18-21;37_1_3,37_2_2;;;;
Mediterranean and Black Sea;Devil firefish;Pterois miles;GFCM;;UHQ;No TAC;GSAs 1-27;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2;;;;
Mediterranean and Black Sea;Mediterranean starry ray;Raja asterias;GFCM;;JRS;No TAC;GSAs 1-11;37_1_1;;;;
Mediterranean and Black Sea;Thornback ray;Raja clavata;GFCM;;RJC;No TAC;GSAs 1-16, 19-21;37_1_1,37_1_2,37_1_3,37_2_2;;;;
Mediterranean and Black Sea;Rapa whelk;Rapana venosa;GFCM;;RPW;No TAC;GSAs 28-29;37_4_1,37_4_2;;;;
Mediterranean and Black Sea;Sardine;Sardina pilchardus;GFCM;;PIL;No TAC;GSAs 1-27;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2;;;;
Mediterranean and Black Sea;Round sardinella;Sardinella aurita;GFCM;;SAA;No TAC;GSAs 1-16, 19-27;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2;;;;
Mediterranean and Black Sea;Lizardfish;Saurida lessepsianus;GFCM;;SZX;No TAC;GSAs 22-27;37_3_1,37_3_2;;;;
Mediterranean and Black Sea;Brushtooth lizardfish;Saurida undosquamis;GFCM;;LIB;No TAC;GSAs 22-27;37_3_1,37_3_2;;;;
Mediterranean and Black Sea;Turbot;Scophthalmus maximus;GFCM;;TUR;F3742C;GSAs 28-29;37_4_1,37_4_2;Black Sea (Division 37.4.2) - EU waters;;;
Mediterranean and Black Sea;Atlantic chub mackerel;Scomber colias;GFCM;;VMA;;GSAs 1-11, 22-27;37_1_1,37_3_1,37_3_2;;;;
Mediterranean and Black Sea;Mackerel;Scomber scombrus;GFCM;;MAC;No TAC;GSAs 1-16, 19-21;37_1_1,37_1_2,37_1_3,37_2_2;;;;
Mediterranean and Black Sea;All commercial sharks, rays and skates;Selachii, Rajidae;GFCM;;;;GSAs 1-29;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2;;;;
Mediterranean and Black Sea;Cuttlefish;Sepia officinalis;GFCM;;CTC;No TAC;GSAs 1-21;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2;;;;
Mediterranean and Black Sea;Dusky spinefoot;Siganus luridus;GFCM;;IGU;;GSAs 22-27;37_3_1,37_3_2;;;;
Mediterranean and Black Sea;Marbled spinefoot;Siganus rivulatus;GFCM;;SRI;;GSAs 22-27;37_3_1,37_3_2;;;;
Mediterranean and Black Sea;Sole;Solea solea (Solea vulgaris);GFCM;;SOL;No TAC;GSAs 17-18, 22-27;37_2_1,37_3_1,37_3_2;;;;
Mediterranean and Black Sea;Gilthead sea bream;Sparus aurata;GFCM;;SBG;No TAC;GSAs 7, 22-23;37_1_1,37_3_1;;;;
Mediterranean and Black Sea;European barracuda;Sphyraena sphyraena;GFCM;;YRS;;GSAs 12-16, 19-21;37_2_2;;;;
Mediterranean and Black Sea;Picarels;Spicara smaris;GFCM;;SPC;No TAC;GSAs 17-18, 22-27;37_2_1,37_3_1,37_3_2;;;;
Mediterranean and Black Sea;European sprat;Sprattus sprattus;GFCM;;SPR;F3742C;GSAs 28-29;37_4_1,37_4_2;;;;
Mediterranean and Black Sea;Picked dogfish;Squalus acanthias;GFCM;;DGS;No TAC;GSAs 28-29;37_4_1,37_4_2;;;;
Mediterranean and Black Sea;Mantis shrimp;Squilla mantis;GFCM;;MTS;No TAC;GSAs 17-18;37_2_2;;;;
Mediterranean and Black Sea;Mediterranean horse mackerel;Trachurus mediterraneus;GFCM;;HMM;No TAC;GSAs 1-29;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2;;;;
Mediterranean and Black Sea;Blue jack mackerel;Trachurus picturatus;GFCM;;JAA;;GSAs 1-11;37_1_1;;;;
Mediterranean and Black Sea;Atlantic horse mackerel;Trachurus trachurus;GFCM;;HOM;No TAC;GSAs 1-29;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2;;;;
Mediterranean and Black Sea;Poor cod;Trisopterus minutus;GFCM;;POD;No TAC;GSAs 1-29;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2;;;;
Mediterranean and Black Sea;Clam;Veneridae;GFCM;;CLV;No TAC;GSAs 6, 13-21;37_1_1,37_2_2;;;;
Outermost regions;Limpets;Patellidae;;;LPZ;No TAC;Azores EEZ, Canary/Madeira EEZ;27_10,34_1_2;;;;
Outermost regions;Sardine;Sardina pilchardus;;;PIL;No TAC;Azores EEZ, Canary/Madeira EEZ;27_10,34_1_2;;;;
Outermost regions;Sardinella;Sardinella aurita;;;SAA;;Canary/Madeira EEZ;34_1_2;;;;
Outermost regions;Sardinella;Sardinella maderensis;;;SAE;No TAC;Azores EEZ;27_10;;;;
Outermost regions;Parrotfish;Sparisoma cretense;;;PRR;No TAC;Azores EEZ, Canary/Madeira EEZ;27_10,34_1_2;;;;
Outermost regions;Softhead sea catfish;Amphiarius rugispinis;;;AWR;;French Guiana EEZ;31;;;;
Outermost regions;Kumakuma;Brachyplatystoma filamentosum;;;BPF;;French Guiana EEZ;31;;;;
Outermost regions;Crevalle jack;Caranx hippos;;;CVJ;;French Guiana EEZ;31;;;;
Outermost regions;Snooks;Centropomus spp;;;ROB;No TAC;French Guiana EEZ;31;;;;
Outermost regions;Acoupa weakfish;Cynoscion acoupa;;;YNA;No TAC;French Guiana EEZ;31;;;;
Outermost regions;Smalltooth weakfish;Cynoscion steindachneri;;;WKB;No TAC;French Guiana EEZ;31;;;;
Outermost regions;Green weakfish;Cynoscion virescens;;;YNV;No TAC;French Guiana EEZ;31;;;;
Outermost regions;Atlantic goliath grouper;Epinephelus itajara;;;EET;;French Guiana EEZ;31;;;;
Outermost regions;Torroto grunt;Genyatremus luteus;;;GEU;No TAC;French Guiana EEZ;31;;;;
Outermost regions;Tripletail;Lobotes surinamensis;;;LOB;No TAC;French Guiana EEZ;31;;;;
Outermost regions;Houndsharks, smoothhounds nei;Lutjanus purpureus;;;SNC,SNA;No TAC;French Guiana EEZ;31;;;;
Outermost regions;King weakfish;Macrodon ancylodon;;;WKK;;French Guiana EEZ;31;;;;
Outermost regions;Tarpon;Megalops atlanticus;;;TAR;;French Guiana EEZ;31;;;;
Outermost regions;Penaeus shrimp;Penaeus subtilis;;;PEN;FGU.;French Guiana EEZ;31;;;;
Outermost regions;South American silver croaker;Plagioscion squamosissimus;;;LGQ;;French Guiana EEZ;31;;;;
Outermost regions;Gillbacker sea catfish;Sciades parkeri;;;AWP;No TAC;French Guiana EEZ;31;;;;
Outermost regions;Crucifix sea catfish;Sciades proops;;;AXP;No TAC;French Guiana EEZ;31;;;;
Outermost regions;Seerfishes nei;Scomberomorus spp.;;;KGX;No TAC;French Guiana EEZ;31;;;;
Outermost regions;Honeycomb cowfish;Acanthostracion polygonius;;;BXF;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Scrawled cowfish;Acanthostracion quadricornis;;;BXF;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Ocean surgeon;Acanthurus bahianus;;;SUR;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Doctorfish;Acanthurus chirurgus;;;SUR;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Scribbled leatherjac. Filefish;aluterus scriptus;;;FFX;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Black margate;Anisotremus surinamensis;;;HNU;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Batoid fishes nei;Batoidimorpha (Hypotremata);;;BAI;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Queen triggerfish;Balistes vetula;;;TRI;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Jolthead porgy;Calamus bajonado;;;CBD;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;American whitespotted filefish;Cantherhines macrocerus;;;FFX;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Ocean triggerfish;Canthidermis sufflamen;;;TRI;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Yellow jack;Caranx bartholomaei;;;CGX;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Horse-eye jack;Caranx latus;;;CGX;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Bar jack;Caranx ruber;;;CGX;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Graysby;Cephalopholis cruentata;;;CFL,USB;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Coney;Cephalopholis fulva;;;CFJ,USB;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Rock hind;Epinephelus adscensionis;;;GPX;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Red hind;Epinephelus guttatus;;;GPX;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Nassau grouper;Epinephelus striatus;;;GPN;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Queen snapper;Etelis oculatus;;;EEO;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Caesar grunt;Haemulon carbonarium;;;HLC,GRX;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;French grunt;Haemulon flavolineatum;;;HLV,GRX;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Sailor's grunt;Haemulon parra;;;HLP,GRX;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;White grunt;Haemulon plumierii;;;HLI,GRX;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Bluestriped grunt;Haemulon sciurus;;;HHI,GRX;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Mutton snapper;Lutjanus analis;;;LJN,SNA;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Schoolmaster snapper;Lutjanus apodus;;;LJP,SNA;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Dog snapper;Lutjanus jocu;;;LJJ,SNA;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Silk snapper;Lutjanus vivanus;;;LTJ,SNA;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Yellow goatfish;Mulloidichthys martinicus;;;YMZ;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Yellowtail snapper;Ocyurus chrysurus;;;SNY;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Green spiny lobster;Panulirus argus;;;SLC;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Spotted spiny lobster;Panulirus guttatus;;;NLG;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Keeltail needlefish;Platybelone argalus;;;PTA;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Atlantic bigeye;Priacanthus arenatus;;;PQR;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Spotted goatfish;Pseudupeneus maculatus;;;UDU,MUX;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Lion fish;Pterois volitans;;;PZO;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Various sharks nei;Selachimorpha (Pleurotremata);;;SKH;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Redband parrotfish;Sparisoma aurofrenatum;;;RMF,PWT;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Redtail parrotfish;Sparisoma chrysopterum;;;RSY,PWT;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Redfin parrotfish;Sparisoma rubripinne;;;QZV,PWT;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Queen conch;Strombus gigas;;;COO,CON;No TAC;Guadeloupe and Martinique EEZ;31;;;;
Outermost regions;Green jobfish;Aprion virescens;;;AVR;No TAC;Mayotte and La Réunion EEZ;51;;;;
Outermost regions;Bluefin trevally;Caranx melampygus;;;NXM;No TAC;Mayotte and La Réunion EEZ;51;;;;
Outermost regions;Yellow-edge lyretail;Variola louti;;;VRL;No TAC;Mayotte and La Réunion EEZ;51;;;;
Outermost regions;Rusty jobfish;Aphareus rutilans;;;ARQ;No TAC;La Réunion EEZ;51;;;;
Outermost regions;Golden hind;Cephalopholis aurantia;;;CFZ;No TAC;La Réunion EEZ;51;;;;
Outermost regions;Blacktip grouper;Epinephelus fasciatus;;;GPX;No TAC;La Réunion EEZ;51;;;;
Outermost regions;Oblique-banded grouper;Epinephelus radiatus;;;GPX;No TAC;La Réunion EEZ;51;;;;
Outermost regions;Deep water red snapper;Etelis carbunculus;;;ETA;No TAC;La Réunion EEZ;51;;;;
Outermost regions;Deep water longtail red snapper;Etelis coruscans;;;SNA;No TAC;La Réunion EEZ;51;;;;
Outermost regions;Brilliant pomfret;Eumegistus illustris;;;EBS;No TAC;La Réunion EEZ;51;;;;
Outermost regions;Spotcheek emperor;Lethrinus rubrioperculatus;;;EMP;No TAC;La Réunion EEZ;51;;;;
Outermost regions;Common bluestrip snapper;Lutjanus kasmira;;;LVK;No TAC;La Réunion EEZ;51;;;;
Outermost regions;Bluestrip snapper;Lutjanus notatus;;;LVK;No TAC;La Réunion EEZ;51;;;;
Outermost regions;Ornate jobfish;Pristipomoides argyrogrammicus;;;LRY;No TAC;La Réunion EEZ;51;;;;
Outermost regions;Goldbanded jobfish;Pristipomoides multidens;;;SNA;No TAC;La Réunion EEZ;51;;;;
Outermost regions;Bigeye scad;Selar crumenophthalmus;;;BIS;No TAC;La Réunion EEZ;51;;;;
Outermost regions;Amber jacks;Seriola riviolana;;;CGX;No TAC;La Réunion EEZ;51;;;;
Outermost regions;White-edge lyretail;Variola albimarginata;;;VRA;No TAC;La Réunion EEZ;51;;;;
Other regions;Thorny skate;Amblyraja radiata;NAFO;;RJR;;3LNOPs;21_3_L,21_3_N,21_3_0,21_3_P_S;;;;
Other regions;Deep water catsharks;Apristurus spp.;NAFO;;API;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Alfonsinos;Beryx spp.;NAFO;;ALF;;6G;21_6_G;;;;
Other regions;Roundnose Grenadier;Coryphaenoides rupestris;NAFO;;RNG;No TAC;SA1-3;21_1,_21_2,21_3;;;;
Other regions;Gulper shark;Centrophorus spp.;NAFO;;CWO;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Portuguese dogfish;Centroscymnus coelolepis;NAFO;;CYO;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Longnose velvet dogfish;Centroscymnus crepidater;NAFO;;CYP;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Black dogfish;Centroscyllium fabricii;NAFO;;CFB;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Frilled shark;Chlamydoselachus anguineus;NAFO;;HXC;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Kitefin shark;Dalatias licha;NAFO;;SCK;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Birdbeak dogfish;Deania calcea;NAFO;;DCA;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Great lanternshark;Etmopterus princeps;NAFO;;ETR;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Velvet belly;Etmopterus spinax;NAFO;;ETX;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Cod;Gadus morhua;NAFO;;COD;N3M.;3M;21_3_M;;;;
Other regions;Cod;Gadus morhua;NAFO;;COD;N3NO.;3NO;21_3_N,21_3_O;;;;
Other regions;Cod;Gadus morhua;NAFO;;COD;no TAC;3Ps;21_3_P_S;;;;
Other regions;Cod;Gadus morhua;NAFO;;COD;N1GL14;SA1;21_1;;;;
Other regions;Mouse catshark;Galeus murinus;NAFO;;GAM;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Witch flounder;Glyptocephalus cynoglossus;NAFO;;WIT;N3NO.;3NO;21_3_N,21_3_O;;;;
Other regions;Witch flounder;Glyptocephalus cynoglossus;NAFO;;WIT;N3L.;2J3KL;21_2_J,21_3_K,21_3_L;;;;
Other regions;Bluntnose sixgill shark;Hexanchus griseus;NAFO;;SBL;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;American plaice;Hippoglossoides platessoides;NAFO;;PLA;N3LNO.;3LNO;21_3_L,21_3_N,21_3_O;;;;
Other regions;American plaice;Hippoglossoides platessoides;NAFO;;PLA;N3M.;3M;21_3_M;;;;
Other regions;Shortfin squid;Illex illecebrosus;NAFO;;SQI;N34.;SA3-4;21_3,21_4;;;;
Other regions;Yellowtail flounder;Limanda ferruginea;NAFO;;YEL;N3LNO.;3LNO;21_3_L,21_3_N,21_3_O;;;;
Other regions;Roughhead grenadier;Macrourus berglax;NAFO;;RHG;N1GRN.;SA1-3;21_1,21_2,21_3;;;;
Other regions;Capelin;Mallotus villosus;NAFO;;CAP;N3NO.;3NO;21_3_N,21_3_O;;;;
Other regions;Sailfin roughshark (Sharpback shark);Oxynotus paradoxus;NAFO;;OXN;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Northern shrimp;Pandalus borealis;NAFO;;PRA;N1GRM.;SA1;21_1;;;;
Other regions;Northern shrimp;Pandalus borealis;NAFO;;PRA;N3LNO.;3LNO;21_3_L,21_3_N,21_3_O;;;;
Other regions;Northern shrimp;Pandalus borealis;NAFO;;PRA;*N3M.;3M;21_3_M;;;;
Other regions;Greenland halibut;Reinhardtius hippoglossoides;NAFO;;GHL;N3LMNO;3KLMNO;21_3_K,21_3_L,21_3_M,21_3_N,21_3_O;;;;
Other regions;Greenland halibut;Reinhardtius hippoglossoides;NAFO;;GHL;N1GRN.;SA1;21_1;;;;
Other regions;Salmon;Salmo salar;NAFO;;SAL;No TAC;NAFO S1 + 1CES Sub- area 14, NEAFC, NASCO;21_1,27_14;;;;
Other regions;Knifetooth dogfish;Scymnodon ringenes;NAFO;;SYR;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Beaked redfish;Sebastes mentella;NAFO;;REB;No TAC;SA1;21_1;;;;
Other regions;Redfish;Sebastes spp;NAFO;;RED;N3LN.;3LN;21_3_L,21_3_N;;;;
Other regions;Redfish;Sebastes spp;NAFO;;RED;N3M.;3M;21_3_M;;;;
Other regions;Redfish;Sebastes spp;NAFO;;RED;N3O.;3O;21_3_O;;;;
Other regions;Greenland shark;Somniosus microcephalus;NAFO;;GSK;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;White hake;Urophycis tenuis;NAFO;;HKW;N3NO.;3NO;21_3_N,21_3_O;;;;
Other regions;Black scabbardfish;Aphanopus carbo;CECAF;;BSF;C3412-;All areas;34;;;;
Other regions;Intermediate scabbardfish;Aphanopus intermedius;CECAF;;APH;;All areas;34;;;;
Other regions;Deep water catsharks;Apristurus spp.;CECAF;;API;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Striped red shrimp;Aristeus varidens;CECAF;;ARV;;All areas;34;;;;
Other regions;Grunt;Brachydeuterus spp;CECAF;;HWX;No TAC;All areas;34;;;;
Other regions;Atlantic pomfret;Brama brama;CECAF;;POA;;All areas;34;;;;
Other regions;Jack;Caranx spp;CECAF;;TRE;No TAC;34.3.1, 34.3.3-6;34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;
Other regions;Gulper shark;Centrophorus spp.;CECAF;;CWO;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Portuguese dogfish;Centroscymnus coelolepis;CECAF;;CYO;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Longnose velvet dogfish;Centroscymnus crepidater;CECAF;;CYP;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Black dogfish;Centroscyllium fabricii;CECAF;;CFB;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Frilled shark;Chlamydoselachus anguineus;CECAF;;HXC;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Tongue sole;Cynoglossus spp;CECAF;;YOX;No TAC;All areas;34;;;;
Other regions;Kitefin shark;Dalatias licha;CECAF;;SCK;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Birdbeak dogfish;Deania calcea;CECAF;;DCA;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Scad;Decapterus spp;CECAF;;SDX;No TAC;34.3.1, 34.3.3-6;34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;
Other regions;Large-eye dentex;Dentex macrophthalmus;CECAF;;DEL;No TAC;All areas;34;;;;
Other regions;Anchovy;Engraulis encrasicolus;CECAF;;ANE;No TAC;All areas;34;;;;
Other regions;White grouper;Epinephelus aeneus;CECAF;;GPW;No TAC;34.1.3, 34.3.1, 34.3.3-6;34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;
Other regions;Bonga shad;Ethmalosa fimbriata;CECAF;;BOA;No TAC;34.3.1, 34.3.3-6;34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;
Other regions;Great lanternshark;Etmopterus princeps;CECAF;;ETR;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Velvet belly;Etmopterus spinax;CECAF;;ETX;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Southern pink shrimp;Farfantepenaeus notialis;CECAF;;SOP;No TAC;All areas;34;;;;
Other regions;Lesser African threadfin;Galeoides decadactylus;CECAF;;GAL;No TAC;34.1.3, 34.3.1, 34.3.3-6;34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;
Other regions;Mouse catshark;Galeus murinus;CECAF;;GAM;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Bluntnose sixgill shark;Hexanchus griseus;CECAF;;SBL;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Common squid;Loligo vulgaris;CECAF;;SQR;No TAC;All areas;34;;;;
Other regions;Benguela hake;Merluccius polli;CECAF;;HKB;No TAC;All areas;34;;;;
Other regions;Senegalese hake;Merluccius senegalensis;CECAF;;HKM;No TAC;All areas;34;;;;
Other regions;Common octopus;Octopus vulgaris;CECAF;;OCC;No TAC;All areas;34;;;;
Other regions;Sailfin roughshark (Sharpback shark);Oxynotus paradoxus;CECAF;;OXN;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;axillary sea bream;Pagellus acarne;CECAF;;SBA;No TAC;34.1.1;34_1_1;;;;
Other regions;Red pandora;Pagellus bellottii;CECAF;;PAR;No TAC;All areas;34;;;;
Other regions;Blue spotted sea bream;Pagrus caeruleostictus;CECAF;;BSC;No TAC;All areas;34;;;;
Other regions;Deepwater rose shrimp;Parapenaeus longirostris;CECAF;;DPS;No TAC;All areas;34;;;;
Other regions;Grunt;Pomadasys spp;CECAF;;BGX;No TAC;All areas;34;;;;
Other regions;West African croakers;Pseudotolithus spp;CECAF;;CKW;No TAC;34.1.1;34_1_1;;;;
Other regions;Sardine;Sardina pilchardus;CECAF;;PIL;No TAC;34.1.1, 34.1.3;34_1_1,34_1_3;;;;
Other regions;Round sardinella;Sardinella aurita;CECAF;;SAA;No TAC;All areas;34;;;;
Other regions;Short-body sardinella;Sardinella maderensis;CECAF;;SAE;No TAC;All areas;34;;;;
Other regions;Chub mackerel;Scomber colias;CECAF;;VMA;No TAC;All areas;34;;;;
Other regions;Knifetooth dogfish;Scymnodon ringenes;CECAF;;SYR;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Cuttlefish;Sepia hierredda;CECAF;;CVT;No TAC;All areas;34;;;;
Other regions;Common cuttlefish;Sepia officinalis;CECAF;;CTC;No TAC;All areas;34;;;;
Other regions;Sea bream;Sparus spp;CECAF;;SBX;No TAC;34.1.1;34_1_1;;;;
Other regions;Horse mackerel;Trachurus spp.;CECAF;;JAX;No TAC;All areas;34;;;;
Other regions;Jack mackerel;Trachurus murphyi;SPRFMO;;CJM;SPRFMO;All areas;81.870000000000005;;;;
Other regions;Wahoo;Acanthocybium solandri;ICCAT;;WAH;No TAC;All areas;21,31,27,34,37;;;;
Other regions;Bigeye thresher shark;Alopias superciliosus;ICCAT;;BTH;;All areas;21,31,27,34,37;;;;
Other regions;Common thresher shark;Alopias vulpinus;ICCAT;;ALV;;All areas;21,31,27,34,37;;;;
Other regions;Bullet tuna;Auxis rochei;ICCAT;;BLT;No TAC;All areas;21,31,27,34,37;;;;
