species,fishreg,unit,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
F38,51_6,TLW,ES	508.12 	684.4 	775.91 	791.35 	405.9 	966.13 	2287.85 	1700.06 	635.93 	358.7 	224.7 	175.01 	332.9 	302.5 	303.6 	205 	191.8 	121.01 	: 	: 
F38,51_6,TLW,EU27_2020	672.102 p	813.578 p	899.762 	1040.089 	502.68 	1012.95 	2383.7886 	1811.2484 	748.03 	415.7 	224.7 	175.01 	371.91 	1322.92 	360.6 	205 	191.8 	121.01 	: 	: 
F38,51_6,TLW,EU28	672.102 p	928.268 p	955.5 	1084.006 	502.68 	1012.95 	2383.7886 	1811.2484 	748.03 	415.7 	224.7 	175.01 	371.91 	1322.92 	360.6 	205 	191.8 	121.01 	: 	: 
F38,51_6,TLW,FR	27.772 p	46.278 p	9.822 	4.489 	11.47 	13.01 	: 	12.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F38,51_6,TLW,PT	136.21 	82.9 	114.03 	244.25 	85.31 	33.81 	95.9386 	99.0784 	112.1 	57 	: 	: 	39.01 	1020.42 	57 	: 	: 	: 	: 	: 
F38,51_6,TLW,UK	: 	114.69 	55.738 	43.917 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F38,51_7,TLW,ES	2054.13 	2015.03 	2941.95 	3568.25 	3299.83 	5931.64 	4279.4 	1964.68 	9026.27 	484.7 	618.8 	2542.02 	2802.3 	1274.7 	1701.9 	1667.51 	2045.7 	1749.01 	: 	: 
F38,51_7,TLW,EU27_2020	2308.15 	2383.41 	3778.71 	4199.21 	3643.06 	6190.97 	4816.8751 	2238.3005 	9377.27 	586.7 	619.83 	2720.22 	3506.31 	2225.41 	1818.9 	1667.51 	2045.7 	1749.01 	: 	: 
F38,51_7,TLW,EU28	2308.15 	3721.833 	3921.008 	4272.936 	3724.449 	6324.4918 	4816.8751 	2238.3005 	9377.27 	586.7 	619.83 	2720.22 	3506.31 	2225.41 	1818.9 	1667.51 	2045.7 	1749.01 	: 	: 
F38,51_7,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 	1.03 	: 	48 	: 	: 	: 	: 	: 	: 	: 
F38,51_7,TLW,IT	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F38,51_7,TLW,PT	254.02 	368.38 	836.76 	630.96 	343.23 	259.33 	537.4751 	273.6205 	351 	83 	: 	178.2 	656.01 	950.71 	117 	: 	: 	: 	: 	: 
F38,51_7,TLW,UK	: 	1338.423 	142.298 	73.726 	81.389 	133.5218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F38,51_8,TLW,ES	1518.75 	1266.13 	1122.32 	1188.2 	1635.2 	4032.43 	3664.99 	3226.92 	902.87 	843.8 	540.7 	375 	4747.6 	487.9 	422.1 	282.9 	184.9 	665 	: 	: 
F38,51_8,TLW,EU27_2020	2002.01 	1761.84 	1669.8 	1758.776 	2254.98 	4245.35 	3843.3916 	3546.6564 	1062.97 	1512.8 	540.7 	548.2 	5246.6 	1098 	585.1 	282.9 	184.9 	665 	: 	: 
F38,51_8,TLW,EU28	2002.01 	1879.283 	: 	1803.458 	2254.98 	4245.35 	3843.3916 	3546.6564 	1062.97 	1512.8 	540.7 	548.2 	5246.6 	1098 	585.1 	282.9 	184.9 	665 	: 	: 
F38,51_8,TLW,PT	483.26 	495.71 	547.48 	570.576 	619.78 	212.92 	178.4016 	319.7364 	160.1 	669 	: 	173.2 	499 	610.1 	163 	: 	: 	: 	: 	: 
F38,51_8,TLW,UK	: 	117.443 	68.072 	44.682 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F38,51_8_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	785.18 	843.8 	540.7 	285 	4736.4 	: 	: 	282.9 	: 	: 	: 	: 
F38,51_8_1,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	785.18 	843.8 	540.7 	285 	4736.4 	: 	: 	282.9 	: 	: 	: 	: 
F38,51_8_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	785.18 	843.8 	540.7 	285 	4736.4 	: 	: 	282.9 	: 	: 	: 	: 
F38,51_8_2,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	87.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F38,51_8_2,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	87.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F38,51_8_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	87.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F38,51_8_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	30.07 	: 	: 	90 	11.2 	487.9 	422.1 	: 	184.9 	665 	: 	: 
F38,51_8_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	190.17 	669 	: 	263.2 	510.2 	1098 	585.1 	: 	184.9 	665 	: 	: 
F38,51_8_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	190.17 	669 	: 	263.2 	510.2 	1098 	585.1 	: 	184.9 	665 	: 	: 
F38,51_8_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	160.1 	669 	: 	173.2 	499 	610.1 	163 	: 	: 	: 	: 	: 
F38,51_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	17.5 	: 	: 	84 	8500 	5366 
F38,51_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	13.34 	: 	37.17 	: 	410 	: 	0.01 	10 	1579.51 	1206 	1439 	1391 	10446 	6353 
F38,51_NK,TLW,EU28	443.7896 	: 	: 	: 	: 	: 	208.5175 	389.7 	259.07 	195.5 	892.3 	821.02 	104.01 	176.4 	1579.51 	1206 	1439 	1391 	10446 	6353 
F38,51_NK,TLW,FR	: 	: 	: 	: 	: 	: 	13.34 	: 	37.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F38,51_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	410 	: 	: 	10 	1562.01 	1206 	1439 	1307 	1946 	987 
F38,51_NK,TLW,UK	443.7896 	: 	: 	: 	: 	: 	195.1775 	389.7 	221.9 	195.5 	482.3 	821.02 	104 	166.4 	: 	: 	: 	: 	: 	: 
F39,51,TLW,ES	7.01 	5.82 	3.39 	4.8 	8.34 	7.86 	6.06 	51.3 	30.07 	29.3 	57.3 	50.01 	71.7 	53.7 	136.1 	137.1 	160 	359 	69 	661 
F39,51,TLW,EU27_2020	7.602 p	7.441 p	4.301 	21.192 	48.18 	43.85 	7.59 	54.6215 	75.11 	118.8 	64.3 	82.51 	144.7 	327.5 	351.1 	179.1 	175 	369.2 	73 	661 
F39,51,TLW,EU28	7.602 p	7.441 p	4.291 	21.192 	48.18 	43.85 	7.59 	54.6215 	75.11 	118.8 	67.1 	113.51 	145.7 	338.3 	351.1 	179.1 	175 	369.2 	73 	661 
F39,51,TLW,FR	0.592 p	1.481 p	0.901 	16.392 	24.52 	23.74 	1.53 	2.28 	35.94 	71.5 	2 	24.2 	60 	192 	: 	: 	: 	: 	0 	0 
F39,51,TLW,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	176 	: 	: 	: 	: 	: 
F39,51,TLW,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	42 
F39,51,TLW,PT	: 	0.14 	0.01 	: 	15.32 	12.25 	: 	1.0415 	9.1 	18 	5 	8.3 	13 	81.8 	39 	42 	15 	10.2 	4 	0 
F39,51,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.8 	31 	1 	10.8 	: 	: 	: 	: 	: 	: 
F39,51_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.6 	: 	: 	: 	: 	: 	: 
F39,51_1,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.6 	: 	: 	: 	: 	: 	: 
F39,51_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.6 	: 	: 	: 	: 	: 	: 
F39,51_3,TLW,ES	0.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F39,51_3,TLW,EU27_2020	0.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 
F39,51_3,TLW,EU28	0.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 
F39,51_3,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 
F39,51_4,TLW,ES	1.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.1 	2.7 	0.4 	: 	: 	: 	: 
F39,51_4,TLW,EU27_2020	1.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.1 	2.7 	0.4 	: 	: 	: 	: 
F39,51_4,TLW,EU28	1.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.1 	2.7 	0.4 	: 	: 	: 	: 
F39,51_4_2,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.1 	2.7 	0.4 	: 	: 	: 	: 
F39,51_4_2,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.1 	2.7 	0.4 	: 	: 	: 	: 
F39,51_4_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.1 	2.7 	0.4 	: 	: 	: 	: 
F39,51_4_NK,TLW,ES	1.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F39,51_4_NK,TLW,EU27_2020	1.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F39,51_4_NK,TLW,EU28	1.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F39,51_5,TLW,ES	4.82 	5.82 	1.59 	: 	: 	: 	: 	: 	7.62 	: 	: 	1 	: 	1.6 	1.7 	0.1 	7.1 	27 	: 	: 
F39,51_5,TLW,EU27_2020	4.823 p	5.82 	1.59 	: 	: 	: 	: 	: 	7.62 	2.1 	: 	1 	: 	181.6 	1.7 	0.1 	7.1 	27 	: 	: 
F39,51_5,TLW,EU28	4.823 p	5.82 	1.59 	: 	: 	: 	: 	: 	7.62 	2.1 	: 	1 	: 	181.6 	1.7 	0.1 	7.1 	27 	: 	: 
F39,51_5,TLW,FR	0.003 p	: 	: 	: 	: 	: 	: 	: 	: 	2.1 	: 	: 	: 	180 	: 	: 	: 	: 	: 	: 
F39,51_6,TLW,ES	: 	: 	: 	0.2 	: 	: 	: 	15.93 	11.13 	9 	16.8 	2 	13.6 	10.2 	26.8 	22.2 	18.9 	16 	: 	: 
F39,51_6,TLW,EU27_2020	0.589 p	1.481 p	0.901 	16.592 	25.12 	23.74 	: 	18.21 	11.33 	11 	16.8 	2 	15.6 	42.7 	30.8 	22.2 	18.9 	16 	: 	: 
F39,51_6,TLW,EU28	0.589 p	1.481 p	0.901 	16.592 	25.12 	23.74 	: 	18.21 	11.33 	11 	16.8 	2 	15.6 	42.7 	30.8 	22.2 	18.9 	16 	: 	: 
F39,51_6,TLW,FR	0.589 p	1.481 p	0.901 	16.392 	24.52 	23.74 	: 	2.28 	: 	1 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 
F39,51_6,TLW,PT	: 	: 	: 	: 	0.6 	: 	: 	: 	0.2 	1 	: 	: 	2 	29.5 	4 	: 	: 	: 	: 	: 
F39,51_7,TLW,ES	: 	: 	1.8 	4.6 	8.23 	7.86 	5.2 	12.24 	1.15 	1.4 	33.6 	41 	47.6 	29.6 	66.4 	65 	114.6 	201 	: 	: 
F39,51_7,TLW,EU27_2020	: 	: 	1.8 	4.6 	9.73 	7.86 	5.2 	13.2815 	8.95 	73.8 	35.6 	67.2 	113.6 	54.3 	68.4 	65 	114.6 	201 	: 	: 
F39,51_7,TLW,EU28	: 	: 	1.8 	4.6 	9.73 	7.86 	5.2 	13.2815 	8.95 	73.8 	35.6 	67.2 	113.6 	54.3 	68.4 	65 	114.6 	201 	: 	: 
F39,51_7,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	68.4 	2 	24.2 	60 	4 	: 	: 	: 	: 	: 	: 
F39,51_7,TLW,PT	: 	: 	: 	: 	1.5 	: 	: 	1.0415 	7.8 	4 	: 	2 	6 	20.7 	2 	: 	: 	: 	: 	: 
F39,51_8,TLW,ES	: 	: 	: 	: 	0.11 	: 	0.86 	23.13 	10.17 	18.9 	6.9 	6 	10.5 	10.6 	35.4 	49.4 	19.4 	107 	: 	: 
F39,51_8,TLW,EU27_2020	: 	0.14 	0.01 	: 	13.33 	12.25 	0.86 	23.13 	11.27 	31.9 	6.9 	12.3 	15.5 	42.2 	36.4 	49.4 	19.4 	107 	: 	: 
F39,51_8,TLW,EU28	: 	0.14 	: 	: 	13.33 	12.25 	0.86 	23.13 	11.27 	31.9 	6.9 	12.3 	15.5 	42.2 	36.4 	49.4 	19.4 	107 	: 	: 
F39,51_8,TLW,PT	: 	0.14 	0.01 	: 	13.22 	12.25 	: 	: 	1.1 	13 	: 	6.3 	5 	31.6 	1 	: 	: 	: 	: 	: 
F39,51_8_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	8.79 	18.9 	6.9 	6 	10 	: 	: 	49.4 	: 	: 	: 	: 
F39,51_8_1,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	8.79 	18.9 	6.9 	6 	10 	: 	: 	49.4 	: 	: 	: 	: 
F39,51_8_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	8.79 	18.9 	6.9 	6 	10 	: 	: 	49.4 	: 	: 	: 	: 
F39,51_8_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	1.38 	: 	: 	: 	0.5 	10.6 	35.4 	: 	19.4 	107 	: 	: 
F39,51_8_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	2.48 	13 	: 	6.3 	5.5 	42.2 	36.4 	: 	19.4 	107 	: 	: 
F39,51_8_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	2.48 	13 	: 	6.3 	5.5 	42.2 	36.4 	: 	19.4 	107 	: 	: 
F39,51_8_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	1.1 	13 	: 	6.3 	5 	31.6 	1 	: 	: 	: 	: 	: 
F39,51_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.1 	: 	: 	8 	69 	661 
F39,51_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	1.53 	: 	35.94 	: 	5 	: 	: 	: 	211.1 	42 	15 	18.2 	73 	661 
F39,51_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	1.53 	: 	35.94 	: 	7.8 	31 	1 	10.8 	211.1 	42 	15 	18.2 	73 	661 
F39,51_NK,TLW,FR	: 	: 	: 	: 	: 	: 	1.53 	: 	35.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
F39,51_NK,TLW,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	176 	: 	: 	: 	: 	: 
F39,51_NK,TLW,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	42 
F39,51_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	32 	42 	15 	10.2 	4 	0 
F39,51_NK,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.8 	31 	1 	10.8 	: 	: 	: 	: 	: 	: 
F40,51,TLW,EL	: 	: 	: c	: 	38.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F40,51,TLW,ES	: 	: 	: 	: 	5.44 	50.67 	6.34 	: 	: 	0.1 	0.7 	10.01 	4.4 	5.2 	184 	240.7 	0.02 	152 	363 	219 
F40,51,TLW,EU27_2020	3.258 p	1.385 p	: c	0.074 	43.99 	126.4 	190.9274 	32.082 	55.56 	4 	0.71 	13.02 	89.41 	6.1 	610 	842.7 	422.04 	152 	1170 	530 
F40,51,TLW,EU28	3.258 p	1.385 p	: c	0.074 	43.99 	126.4 	190.9274 	32.082 	55.56 	4 	0.71 	13.02 	89.41 	6.1 	610 	842.7 	422.04 	152 	1170 	530 
F40,51,TLW,FR	3.258 p	1.385 p	2.491 	0.074 	0.47 	0.38 	1.98 	2.03 	0.16 	3.9 	0.01 	2.6 	3 	: 	: 	: 	: 	: 	: 	: 
F40,51,TLW,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55 	0 	0 	0 	65 	102 
F40,51,TLW,PT	: 	: 	: 	: 	: 	75.35 	182.6074 	30.052 	55.4 	: 	: 	0.41 	82.01 	0.9 	371 	602 	422.02 	: 	742 	209 
F40,51_1,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	1.4055 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F40,51_1,TLW,EU28	: 	: 	: 	: 	: 	: 	1.4055 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F40,51_1,TLW,PT	: 	: 	: 	: 	: 	: 	1.4055 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F40,51_6,TLW,EL	: 	: 	: c	: 	38.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F40,51_6,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	105.3 	0.01 	: 	: 	: 
F40,51_6,TLW,EU27_2020	3.258 p	1.385 p	: c	0.074 	38.55 	0.38 	: 	2.03 	: 	0.1 	: 	: 	82.01 	: 	: 	105.3 	0.01 	: 	: 	: 
F40,51_6,TLW,EU28	3.258 p	1.385 p	: c	0.074 	38.55 	0.38 	: 	2.03 	: 	0.1 	: 	: 	82.01 	: 	: 	105.3 	0.01 	: 	: 	: 
F40,51_6,TLW,FR	3.258 p	1.385 p	2.491 	0.074 	0.47 	0.38 	: 	2.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F40,51_6,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	82.01 	: 	: 	: 	: 	: 	: 	: 
F40,51_7,TLW,ES	: 	: 	: 	: 	5.44 	50.67 	5.48 	: 	: 	: 	0.7 	10 	4.3 	5.2 	: 	: 	: 	: 	: 	: 
F40,51_7,TLW,EU27_2020	: 	: 	: 	: 	5.44 	50.67 	5.48 	: 	: 	3.9 	0.71 	13.01 	7.3 	5.2 	: 	: 	: 	: 	: 	: 
F40,51_7,TLW,EU28	: 	: 	: 	: 	5.44 	50.67 	5.48 	: 	: 	3.9 	0.71 	13.01 	7.3 	5.2 	: 	: 	: 	: 	: 	: 
F40,51_7,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.9 	0.01 	2.6 	3 	: 	: 	: 	: 	: 	: 	: 
F40,51_7,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.41 	: 	: 	: 	: 	: 	: 	: 	: 
F40,51_8,TLW,ES	: 	: 	: 	: 	: 	: 	0.86 	: 	: 	: 	: 	0.01 	0.1 	: 	184 	135.4 	0.01 	152 	: 	: 
F40,51_8,TLW,EU27_2020	: 	: 	: 	: 	: 	75.35 	182.0619 	30.052 	55.4 	: 	: 	0.01 	0.1 	0.9 	184 	135.4 	0.01 	152 	: 	: 
F40,51_8,TLW,EU28	: 	: 	: 	: 	: 	75.35 	182.0619 	30.052 	55.4 	: 	: 	0.01 	0.1 	0.9 	184 	135.4 	0.01 	152 	: 	: 
F40,51_8,TLW,PT	: 	: 	: 	: 	: 	75.35 	181.2019 	30.052 	55.4 	: 	: 	: 	: 	0.9 	: 	: 	: 	: 	: 	: 
F40,51_8_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.1 	: 	: 	135.4 	: 	: 	: 	: 
F40,51_8_1,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.1 	: 	: 	135.4 	: 	: 	: 	: 
F40,51_8_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.1 	: 	: 	135.4 	: 	: 	: 	: 
F40,51_8_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	184 	: 	0.01 	152 	: 	: 
F40,51_8_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	55.4 	: 	: 	: 	: 	0.9 	184 	: 	0.01 	152 	: 	: 
F40,51_8_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	55.4 	: 	: 	: 	: 	0.9 	184 	: 	0.01 	152 	: 	: 
F40,51_8_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	55.4 	: 	: 	: 	: 	0.9 	: 	: 	: 	: 	: 	: 
F40,51_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	363 	219 
F40,51_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	1.98 	: 	0.16 	: 	: 	: 	: 	: 	426 	602 	422.02 	0 	1170 	530 
F40,51_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	1.98 	: 	0.16 	: 	: 	: 	: 	: 	426 	602 	422.02 	0 	1170 	530 
F40,51_NK,TLW,FR	: 	: 	: 	: 	: 	: 	1.98 	: 	0.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F40,51_NK,TLW,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55 	0 	0 	0 	65 	102 
F40,51_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	371 	602 	422.02 	: 	742 	209 
F42,51,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	10.01 	4.4 	5.2 	: 	: 	: 	: 	188 	0 
F42,51,TLW,EU27_2020	0.246 p	1.308 p	1.265 	0.074 	0.35 	4.42 	9.8763 	0.29 	0.16 	: 	0.71 	10.21 	5.4 	5.2 	: 	42 	3 	: 	193 	2 
F42,51,TLW,EU28	0.246 p	1.308 p	1.265 	0.074 	0.35 	4.42 	9.8763 	0.29 	0.16 	: 	0.71 	10.21 	5.4 	5.2 	: 	42 	3 	: 	193 	2 
F42,51,TLW,FR	0.246 p	1.308 p	1.265 	0.074 	0.35 	0.26 	0.67 	0.29 	0.16 	: 	0.01 	0.1 	1 	: 	: 	: 	: 	: 	: 	: 
F42,51,TLW,PT	: 	: 	: 	: 	: 	4.16 	9.2063 	: 	: 	: 	: 	0.1 	: 	: 	: 	42 	3 	: 	5 	2 
F42,51_6,TLW,EU27_2020	0.246 p	1.308 p	1.265 	0.074 	0.35 	0.26 	: 	0.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F42,51_6,TLW,EU28	0.246 p	1.308 p	1.265 	0.074 	0.35 	0.26 	: 	0.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F42,51_6,TLW,FR	0.246 p	1.308 p	1.265 	0.074 	0.35 	0.26 	: 	0.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F42,51_7,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	10 	4.3 	5.2 	: 	: 	: 	: 	: 	: 
F42,51_7,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.71 	10.2 	5.3 	5.2 	: 	: 	: 	: 	: 	: 
F42,51_7,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.71 	10.2 	5.3 	5.2 	: 	: 	: 	: 	: 	: 
F42,51_7,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.1 	1 	: 	: 	: 	: 	: 	: 	: 
F42,51_7,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 
F42,51_8,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.1 	: 	: 	: 	: 	: 	: 	: 
F42,51_8,TLW,EU27_2020	: 	: 	: 	: 	: 	4.16 	9.2063 	: 	: 	: 	: 	0.01 	0.1 	: 	: 	: 	: 	: 	: 	: 
F42,51_8,TLW,EU28	: 	: 	: 	: 	: 	4.16 	9.2063 	: 	: 	: 	: 	0.01 	0.1 	: 	: 	: 	: 	: 	: 	: 
F42,51_8,TLW,PT	: 	: 	: 	: 	: 	4.16 	9.2063 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F42,51_8_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.1 	: 	: 	: 	: 	: 	: 	: 
F42,51_8_1,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.1 	: 	: 	: 	: 	: 	: 	: 
F42,51_8_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.1 	: 	: 	: 	: 	: 	: 	: 
F42,51_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	188 	0 
F42,51_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	0.67 	: 	0.16 	: 	: 	: 	: 	: 	: 	42 	3 	: 	193 	2 
F42,51_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	0.67 	: 	0.16 	: 	: 	: 	: 	: 	: 	42 	3 	: 	193 	2 
F42,51_NK,TLW,FR	: 	: 	: 	: 	: 	: 	0.67 	: 	0.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F42,51_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42 	3 	: 	5 	2 
F43,51,TLW,EU27_2020	: 	0.077 p	0.158 	: 	0.12 	25 	45.7957 	0.05 	: 	: 	: 	0.01 	: 	0.9 	: 	5 	0.02 	: 	2 	62 
F43,51,TLW,EU28	: 	0.077 p	0.158 	: 	0.12 	25 	45.7957 	0.05 	: 	: 	: 	0.01 	: 	0.9 	: 	5 	0.02 	: 	2 	62 
F43,51,TLW,FR	: 	0.077 p	0.158 	: 	0.12 	0.12 	0.07 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
