region;sppName;latinName;RFMO;RFMO_Stock_ID;FIDES_stockID;area;areaBis;TAC area description;Comments;;;;;
North Atlantic;Knifetooth dogfish;Scymnodon ringens;ICES;;No TAC;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;;;;;;;
North Atlantic;Golden Redfish;Sebastes marinus;ICES;;REGXXX;ICES Sub areas V,VI,XII,XIV & NAFO SA 2 + (Div. 1F + 3K).;27_5,27_6,27_12,27_14,21_1;NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures;;;;;;
North Atlantic;Deep sea Redfish;Sebastes mentella;ICES;;REBXXX;ICES Sub areas V,VI,XII,XIV & NAFO SA 2 + (Div. 1F + 3K);27_5,27_6,27_12,27_14,21?;NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures;;;;;;
North Atlantic;Cuttlefish;Sepia officinalis;ICES;;No TAC;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;;;;;;;
North Atlantic;Sole;Solea solea;ICES;;SOL07A.;VIIa;27_7_A;;;;;;;
North Atlantic;Sole;Solea solea;ICES;;SOL7FG.;VIIfg;27_7_F,27_7_G;;;;;;;
North Atlantic;Sole;Solea solea;ICES;;SOL7BC.;VIIbc;27_7_B,27_7_C;;;;;;;
North Atlantic;Sole;Solea solea;ICES;;SOL7HJK.;VIIhjk;27_7_H,27_7_J,27_7_K;;;;;;;
North Atlantic;Sole;Solea solea;ICES;;No TAC;Ixa;27_9_A;;;;;;;
North Atlantic;Sole;Solea solea;ICES;;No TAC;VIIIc;27_8_C;;;;;;;
North Atlantic;Sole;Solea solea;ICES;;SOL07E.;VIIe;27_7_E;;;;;;;
North Atlantic;Sole;Solea solea;ICES;;SOL8AB.;VIIIab;27_8_A,27_8_B;;;;;;;
North Atlantic;Sea breams (in plural);Sparidae;ICES;;No TAC;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;;;;;;;
North Atlantic;Picked dogfish;Squalus acanthias;ICES;;DGS15X14;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;;;;;;;
North Atlantic;Marbled electric ray;Torpedo marmorata;ICES;;No TAC;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;;;;;;;
North Atlantic;Electric ray;Torpedo nobiliana;ICES;;No TAC;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;;;;;;;
North Atlantic;Mediterranean horse mackerel;Trachurus mediterraneus;ICES;;No TAC;VIII,IX;27_8,27_9;;;;;;;
North Atlantic;Blue jack mackerel;Trachurus picturatus;ICES;;JAX08C.,JAX09.,JAXX34PRT;VIII,IX,X;27_8,27_9,27_10;TAC = Jack + horse mackerel nei?;;;;;;
North Atlantic;Horse mackerel;Trachurus trachurus;ICES;;JAX2A-14;IIa,IVa,Vb,VIa,VIIa-c,e-k,VIIIabde;27_2_A,27_4_A,27_5_B,27_6_A,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D,27_8_E;NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures;;;;;;
North Atlantic;Horse mackerel;Trachurus trachurus;ICES;;JAXX34PRT;X;27_10;NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures;;;;;;
North Atlantic;Horse mackerel;Trachurus trachurus;ICES;;JAX08C.,JAX09.;VIIIc,IXa;27_8_C,27_9_A;NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures;;;;;;
North Atlantic;Pouting;Trisopterus spp;ICES;;No TAC;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;;;;;;;
North Atlantic;John Dory;Zeus faber;ICES;;No TAC;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;;;;;;;
Mediterranean and Black Sea;Thresher;Alopias vulpinus;GFCM;;No TAC;All areas;all areas in the Med;;;;;;;
Mediterranean and Black Sea;European Eel;Anguilla anguilla;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Transparent gobid;Aphia minuta;GFCM;;No TAC;GSA 9,10,16 and 19;GSA 9,10,16 and 19;;;;;;;
Mediterranean and Black Sea;Giant red shrimp;Aristeomorpha foliacea;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Red shrimp;Aristeus antennatus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Sand smelt;Atherina spp;GFCM;;No TAC;GSA 9,10,16 and 19;GSA 9, 10, 16 and 19;;;;;;;
Mediterranean and Black Sea;Bogue;Boops boops;GFCM;;No TAC;1.3, 2.1, 2.2, 3.1, 3.2;1.3, 2.1, 2.2, 3.1, 3.2;;;;;;;
Mediterranean and Black Sea;Requiem sharks nei;Carcharhinidae;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Gulper shark;Centrophorus granulosus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Leafscale gulper shark;Centrophorus squamosus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Little gulper shark;Centrophorus uyato;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Portuguese dogfish;Centroscymnus coelolepis;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Kitefin shark;Dalatias licha;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Stingrays, butterfly rays nei;Dasyatidae;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Roughtail stingray;Dasyatis centroura;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Common stingray;Dasyatis pastinaca;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Pelagic stingray;Dasyatis violacea;GFCM;;No TAC;all areas in the Med;all areas in the Med;;Pteroplatytrygon violacea;;;;;
Mediterranean and Black Sea;Sea bass;Dicentrarchus labrax;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Horned/curled octopus;Eledone cirrhosa;GFCM;;No TAC;1.1, 1.3, 2.1, 2.2, 3.1;1.1, 1.3, 2.1, 2.2, 3.1;;;;;;;
Mediterranean and Black Sea;Musky octopus;Eledone moschata;GFCM;;No TAC;1.3, 2.1, 2.2, 3.1;1.3, 2.1, 2.2, 3.1;;;;;;;
Mediterranean and Black Sea;Anchovy;Engraulis encrasicolus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Anchovy;Engraulis encrasicolus;GFCM;;No TAC;Black Sea GSA 29;Black Sea GSA 29;;;;;;;
Mediterranean and Black Sea;Velvet belly;Etmopterus spinax;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Grey gurnard;Eutrigla gurnardus;GFCM;;No TAC;2.2, 3.1;2.2, 3.1;;;;;;;
Mediterranean and Black Sea;Tope shark;Galeorhinus galeus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Blackmouth catshark;Galeus melastomus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Crest-tail catsharks nei;Galeus spp;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Sharpnose sevengill shark;Heptranchias perlo;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Bluntnose sixgill shark;Hexanchus griseus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Squid;Illex spp;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Squid;Todarodes spp;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Shortfin mako;Isurus oxyrinchus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Shortfin mako;Isurus oxyrinchus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Porbeagle;Lamna nasus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Common squid;Loligo vulgaris;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Black-bellied angler;Lophius budegassa;GFCM;;No TAC;1.1, 1.2, 1.3, 2.2, 3.1;1.1, 1.2, 1.3, 2.2, 3.1;;;;;;;
Mediterranean and Black Sea;Anglerfish;Lophius piscatorius;GFCM;;No TAC;1.1, 1.2, 1.3, 2.2, 3.1;1.1, 1.2, 1.3, 2.2, 3.1;;;;;;;
Mediterranean and Black Sea;Whiting;Merlangius merlangus;GFCM;;No TAC;Black Sea GSA 29;Black Sea GSA 29;;;;;;;
Mediterranean and Black Sea;Hake;Merluccius merluccius;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Blue whiting;Micromesistius poutassou;GFCM;;No TAC;1.1, 3.1;1.1, 3.1;;;;;;;
Mediterranean and Black Sea;Grey mullets;Mugilidae;GFCM;;No TAC;1.3, 2.1, 2.2, 3.1;1.3, 2.1, 2.2, 3.1;;;;;;;
Mediterranean and Black Sea;Red mullet;Mullus barbatus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Red mullet;Mullus barbatus;GFCM;;No TAC;Black Sea GSA 29;Black Sea GSA 29;;;;;;;
Mediterranean and Black Sea;Striped red mullet;Mullus surmuletus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Starry smooth-hound;Mustelus asterias;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Smooth-hound;Mustelus mustelus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Smooth-hounds nei;Mustelus spp;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Common eagle ray;Myliobatis aquila;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Norway lobster;Nephrops norvegicus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Common octopus;Octopus vulgaris;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Angular roughshark;Oxynotus centrina;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Pandora;Pagellus erythrinus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Deepwater rose shrimp;Parapenaeus longirostris;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Caramote prawn;Penaeus kerathurus;GFCM;;No TAC;3.1;3.1;;;;;;;
Mediterranean and Black Sea;Blue shark;Prionace glauca;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Turbot;Psetta maxima;GFCM;;TURF3742C;Black Sea GSA 29;Black Sea GSA 29;Black Sea (Division 37.4.2) - EU waters;;;;;;
Mediterranean and Black Sea;Bull ray;Pteromylaeus bovinus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;White skate;Raja alba;GFCM;;No TAC;all areas in the Med;all areas in the Med;;Rostroraja alba;;;;;
Mediterranean and Black Sea;Mediterranean starry ray;Raja asterias;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Blue skate;Raja batis;GFCM;;No TAC;all areas in the Med;all areas in the Med;;Dipturus batis;;;;;
Mediterranean and Black Sea;Blonde ray;Raja brachyura;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Sandy ray;Raja circularis;GFCM;;No TAC;all areas in the Med;all areas in the Med;;Leucoraja circularis;;;;;
Mediterranean and Black Sea;Thornback ray;Raja clavata;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Shagreen ray;Raja fullonica;GFCM;;No TAC;all areas in the Med;all areas in the Med;;Leucoraja fullonica;;;;;
Mediterranean and Black Sea;Maltese ray;Raja melitensis;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Small-eyed ray;Raja microocellata;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Brown ray;Raja miraletus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Spotted ray;Raja montagui;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Cuckoo ray;Raja naevus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;Leucoraja naevus;;;;;
Mediterranean and Black Sea;Longnosed skate;Raja oxyrinchus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;Dipturus oxyrinchus;;;;;
Mediterranean and Black Sea;Speckled ray;Raja polystigma;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Rough ray;Raja radula;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Undulate ray;Raja undulata;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Sardine;Sardina pilchardus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Mackerel;Scomber spp;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Small-spotted catshark;Scyliorhinus canicula;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Catsharks, nursehounds nei;Scyliorhinus spp;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Nursehound;Scyliorhinus stellaris;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Cuttlefish;Sepia officinalis;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Sole;Solea vulgaris;GFCM;;No TAC;1.2, 2.1, 3.1;1.2, 2.1, 3.1;;;;;;;
Mediterranean and Black Sea;Gilthead sea bream;Sparus aurata;GFCM;;No TAC;1.2, 3.1;1.2, 3.1;;;;;;;
Mediterranean and Black Sea;Hammerhead sharks nei;Sphyrna spp;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Picarels;Spicara smaris;GFCM;;No TAC;2.1, 3.1, 3.2;2.1, 3.1, 3.2;;;;;;;
Mediterranean and Black Sea;Sprat;Sprattus sprattus;GFCM;;No TAC;Black Sea GSA 29;Black Sea GSA 29;;;;;;;
Mediterranean and Black Sea;Picked dogfish;Squalus acanthias;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Longnose spurdog;Squalus blainville;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Dogfishes nei;Squalus spp;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Angelshark;Squatina squatina;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Mantis shrimp;Squilla mantis;GFCM;;No TAC;1.3, 2.1, 2.2;1.3, 2.1, 2.2;;;;;;;
Mediterranean and Black Sea;Marbled electric ray;Torpedo marmorata;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Electric ray;Torpedo nobiliana;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Torpedo rays;Torpedo spp;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Mediterranean horse mackerel;Trachurus mediterraneus;GFCM;;No TAC;All areas in the Med;All areas in the Med;;;;;;;
Mediterranean and Black Sea;Mediterranean horse mackerel;Trachurus mediterraneus;GFCM;;No TAC;Black Sea GSA 29;Black Sea GSA 29;;;;;;;
Mediterranean and Black Sea;Horse mackerel;Trachurus trachurus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Horse mackerel;Trachurus trachurus;GFCM;;No TAC;Black Sea GSA 29;Black Sea GSA 29;;;;;;;
Mediterranean and Black Sea;Houndsharks, smoothhounds nei;Triakidae;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Tub gurnard;Trigla lucerna;GFCM;;No TAC;1.3, 2.2, 3.1;1.3, 2.2, 3.1;;;;;;;
Mediterranean and Black Sea;Poor cod;Trisopterus minutus;GFCM;;No TAC;all areas in the Med;all areas in the Med;;;;;;;
Mediterranean and Black Sea;Clam;Veneridae;GFCM;;No TAC;2.1, 2.2;2.1, 2.2;;;;;;;
Other regions;Wahoo;Acanthocybium solandri;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Bullet tuna;Auxis rochei;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Frigate tuna;Auxis thazard;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Dolphinfish;Coryphaena hippurus;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Atlantic back skipjack;Euthynnus alleteratus;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Sailfish;Istiophorus albicans;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Skipjack tuna;Katsuwonus pelamis;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Blue marlin;Makaira nigricans (or mazara);ICCAT;;BUMATLANT;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Plain bonito;Orcynopsis unicolor;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Blue shark;Prionace glauca;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Atlantic bonito;Sarda sarda;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Serra Spanish mackerel;Scomberomorus brasiliensis;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;King mackerel;Scomberomorus cavalla;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Atlantic Spanish mackerel;Scomberomorus maculatus;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Cero;Scomberomorus regalis;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;West African Spanish mackerel;Scomberomorus tritor;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;White marlin;Tetrapturus albidus;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Albacore tuna;Thunnus alalunga;ICCAT;;ALBAS05N,ALBAN05N;Atlantic Ocean and adjacent seas;31, 34, 41, 47;;;;;;;
Other regions;Yellowfin tuna;Thunnus albacares;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,27, 37;;;;;;;
Other regions;Blackfin tuna;Thunnus atlanticus;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Bigeye tuna;Thunnus obesus;ICCAT;;BETATLANT;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Bluefin tuna;Thunnus thynnus;ICCAT;;BFT*641,BFT*643,BFT*8301,BFT*8302,BFT'*8303F,BFTAE45WM;Atlantic Ocean and adjacent seas;31,27,34,37,47;;;;;;;
Other regions;Swordfish;Xiphias gladius;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Pelagic thresher shark;Alopias pelagicus;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Bigeye thresher shark;Alopias superciliosus;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Bullet tuna;Auxis rochei;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Frigate tuna;Auxis thazard;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Silky shark;Carcharhinus falciformes;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Oceanic whitetip shark;Carcharhinus longimanus;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Dolphinfish;Coryphaena hippurus;IOTC;;No TAC;Runion et Mayotte;51;;;;;;;
Other regions;Kawakawa;Euthynnus affinis;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Indo-Pacific sailfish;Istiophorus platypterus;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Skipjack tuna;Katsuwonus pelamis;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Black marlin;Makaira indica;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Blue marlin;Makaira nigricans (or mazara);IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Blue shark;Prionace glauca;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Narrow-barred Spanish mackerel;Scomberomorus commerson;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Indo-Pacific king mackerel;Scomberomorus guttatus;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Scalloped hammerhead shark;Sphyrna lewini;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Striped marlin;Tetrapturus audax;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Albacore tuna;Thunnus alalunga;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Yellowfin tuna;Thunnus albacares;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Bigeye tuna;Thunnus obesus;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Longtail tuna;Thunnus tonggol;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Swordfish;Xiphias gladius;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Skipjack tuna;Katsuwonus pelamis;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Black marlin;Makaira indica;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Blue marlin;Makaira nigricans (or mazara);IATTC;;No TAC;East Pacific Ocean;77,87;;;;;;;
Other regions;Striped marlin;Tetrapturus audax;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Albacore tuna;Thunnus alalunga;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Yellowfin tuna;Thunnus albacares;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Bigeye tuna;Thunnus obesus;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Pacific bluefin tuna;Thunnus orientalis;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Swordfish;Xiphias gladius;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Grunt;Brachydeuterus spp;CECAF;;No TAC;34.1.3,34.3.1,34.3.3-6;34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Jack;Caranx spp;CECAF;;No TAC;34.3.1,34.3.3-6;34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Tongue sole;Cynoglossus spp;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Scad;Decapterus spp;CECAF;;No TAC;34.3.1,34.3.3-6;34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Canary dentex;Dentex canariensis;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Congo dentex;Dentex congoensis;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Large-eye dentex;Dentex macrophthalmus;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Morocco dentex;Dentex maroccanus;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Dentex;Dentex spp;CECAF;;No TAC;34.1.1; 34.1.3,34.3.1,34.3.3-6,34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3?;;;;;;;
Other regions;Anchovy;Engraulis encrasicolus;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;White grouper;Epinephelus aeneus;CECAF;;No TAC;34.1.3,34.3.1,34.3.3-6;34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Bonga shad;Ethmalosa fimbriata;CECAF;;No TAC;34.3.1,34.3.3-6;34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Southern pink shrimp;Farfantepenaeus notialis;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Lesser African threadfin;Galeoides decadactylus;CECAF;;No TAC;34.1.3,34.3.1,34.3.3-6;34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
