Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction,
PRT;PRT000020721;;MOD;2019-01-01;2100-12-31;AL-516-L;AL-516-L;VELHO ABELHA;AL;CUPZ2;Y;N;N;N;Y;263421370;MOX;GNS;GTR;;;;;5.32;0.00;0.95;1.60;0.00;29.42;0.00;3;1996-02-16;MFL;;;PA;1996-01-01,
PRT;PRT000020729;;MOD;2019-01-23;2100-12-31;A-3435-L;A-3435-L;VANESSA;A;;N;Y;N;N;N;;MOX;GTR;NO;;;;;6.95;0.00;1.16;1.34;0.00;14.70;0.00;1;1996-06-13;MFL;;;PA;1996-01-01,
PRT;PRT000020731;;MOD;2018-01-29;2100-12-31;FF-1211-L;FF-1211-L;MOCIDADE DA COSTA;FF;;N;Y;N;N;N;;MOX;SB;NO;;;;;8.70;0.00;2.34;3.93;0.00;29.42;18.00;4;1996-06-28;MFL;;;PA;1996-01-01,
PRT;PRT000020736;;MOD;2019-10-30;2100-12-31;VR-359-L;VR-359-L;JORGE BANDEIRA;VR;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;6.10;0.00;1.21;1.21;0.00;51.50;0.00;3;1997-02-04;MFL;;;PA;1997-01-01,
PRT;PRT000020738;;MOD;2018-01-01;2100-12-31;V-565-L;V-565-L;SAO FRANCISCO;V;;N;Y;N;;;;FX;TBB;FPO;;;;;5.95;0.00;1.28;2.17;0.00;44.10;29.40;1;1997-02-06;MFL;;;PA;1996-01-01,
PRT;PRT000020739;;MOD;2019-04-15;2100-12-31;V-571-L;V-571-L;ALMAS SANTAS;V;;N;Y;N;N;Y;263429740;MOX;GNS;TBB;;;;;6.50;0.00;2.06;2.10;0.00;73.60;0.00;1;1997-06-13;MFL;;;PA;1997-01-01,
PRT;PRT000020742;;MOD;2015-06-19;2100-12-31;AL-526-L;AL-526-L;TUBARAO;AL;CUPZ8;Y;Y;N;;;;FX;FPO;FPO;;;;;6.14;0.00;2.55;2.55;0.00;44.10;0.00;3;1997-01-21;MFL;;;PA;1996-01-01,
PRT;PRT000020743;;MOD;2017-03-02;2100-12-31;PM-1171-L;PM-1171-L;TIAGO MIGUEL;PM;CUPO6;Y;Y;N;;;;FX;FPO;LHP;;;;;5.30;0.00;1.15;2.19;0.00;37.20;0.00;3;1999-02-05;MFL;;;PA;1998-01-01,
PRT;PRT000020745;;MOD;2019-02-04;2100-12-31;SA-579-L;SA-579-L;BOA ESPERANCA I;SA;CUOS7;Y;N;N;N;Y;263419270;MOX;LHP;NO;;;;;5.35;0.00;1.27;1.65;0.00;29.42;0.00;3;1997-05-05;MFL;;;PA;1997-01-01,
PRT;PRT000020748;;MOD;2017-08-22;2100-12-31;PM-1138-L;PM-1138-L;SANTIAGO;PM;CUPW7;Y;Y;N;;;;FX;FPO;LLS;;;;;5.50;0.00;1.28;2.49;0.00;29.42;18.39;3;1997-03-12;MFL;;;PA;1997-01-01,
PRT;PRT000020749;;MOD;2019-01-01;2100-12-31;SM-325-L;SM-325-L;CATRAIO;SM;;N;N;N;N;N;;MOX;GTR;LHP;;;;;6.15;0.00;1.42;2.19;0.00;44.10;0.00;1;1998-03-25;MFL;;;PA;1998-01-01,
PRT;PRT000020751;;MOD;2018-01-01;2100-12-31;AL-528-L;AL-528-L;VAI TU;AL;CUNY5;Y;Y;N;N;Y;263415780;MOX;GTR;FPO;;;;;6.10;0.00;1.34;2.50;0.00;37.28;0.00;3;1997-02-10;MFL;;;PA;1997-01-01,
PRT;PRT000020752;;MOD;2018-08-28;2100-12-31;VR-361-L;VR-361-L;ROMAO;VR;;N;Y;N;N;N;;MOX;FPO;LLS;LHP;;;;5.40;0.00;1.02;1.98;0.00;29.40;0.00;3;1997-03-13;MFL;;;PA;1997-01-01,
PRT;PRT000020754;;MOD;2019-09-04;2100-12-31;LG-1280-L;LG-1280-L;BAIA DOS TIGRES;LG;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;5.25;0.00;1.19;1.71;0.00;18.40;18.40;3;1997-05-26;MFL;;;PA;1997-01-01,
PRT;PRT000020757;;MOD;2017-08-28;2100-12-31;TR-1409-L;TR-1409-L;RAINHA DOS MARES;TR;;N;Y;N;;;;FX;GNS;GTR;;;;;6.40;0.00;1.97;3.64;0.00;36.80;0.00;1;1996-12-16;MFL;;;PA;1996-01-01,
PRT;PRT000020758;;MOD;2019-11-29;2100-12-31;SB-1251-L;SB-1251-L;ROMANA;SB;CULO8;Y;N;N;N;Y;263417240;MOX;LHP;NO;;;;;5.32;0.00;0.90;1.23;0.00;14.71;14.71;3;1997-05-27;MFL;;;PA;1997-01-01,
PRT;PRT000020760;;MOD;2010-01-01;2100-12-31;PM-1140-L;PM-1140-L;TINA;PM;;N;N;N;;;;FX;GNS;FPO;;;;;6.20;0.00;1.66;2.28;0.00;36.80;11.00;3;1997-03-25;MFL;;;PA;1997-01-01,
PRT;PRT000020761;;MOD;2010-05-05;2100-12-31;PV-247-L;PV-247-L;SENHOR DOS BENGUIADOS;PV;;N;N;N;;;;FX;FPO;LLS;;;;;7.00;0.00;2.00;3.69;0.00;0.00;0.00;1;1996-05-29;MFL;;;PA;1996-01-01,
PRT;PRT000020762;;MOD;2019-09-16;2100-12-31;F-87-C;F-87-C;OLHO BRANCO;F;CUQM8;Y;Y;N;N;Y;263500273;MOX;GNS;GTR;;;;;11.64;9.88;11.90;14.73;0.00;88.28;0.00;1;1998-07-29;MFL;;;PA;1998-01-01,
PRT;PRT000020763;;MOD;2006-01-01;2100-12-31;A-3440-L;A-3440-L;CATARINA;A;;N;N;N;;;;FX;GTR;NO;;;;;5.47;0.00;0.50;0.96;0.00;6.00;0.00;1;1996-08-25;MFL;;;PA;1996-01-01,
PRT;PRT000020764;;MOD;2008-01-01;2100-12-31;A-3439-L;A-3439-L;CLAUDIA;A;;N;N;N;;;;FX;GTR;NO;;;;;5.90;0.00;0.47;0.75;0.00;2.94;0.00;1;1996-08-13;MFL;;;PA;1996-01-01,
PRT;PRT000020765;;MOD;2020-01-01;2100-12-31;AL-517-L;AL-517-L;EVA E TIAGO;AL;;N;Y;N;N;Y;263424850;MOX;FPO;LHP;;;;;6.16;0.00;1.35;2.59;0.00;36.80;0.00;3;1996-03-20;MFL;;;PA;1996-01-01,
PRT;PRT000020767;;MOD;2020-07-09;2100-12-31;TR-1435-L;TR-1435-L;TRITÃO;TR;;N;Y;N;N;N;;MOX;FPO;LHP;;;;;6.50;0.00;2.34;1.77;0.00;44.10;0.00;3;1998-03-23;MFL;;;PA;1998-01-01,
PRT;PRT000020769;;MOD;2013-01-01;2100-12-31;L-2018-L;L-2018-L;RUMO A FELICIDADE;L;CUDF9;Y;Y;N;;;;FX;GNS;FPO;;;;;6.12;0.00;1.35;2.24;0.00;22.10;11.00;1;1997-06-12;MFL;;;PA;1997-01-01,
PRT;PRT000020770;;MOD;2020-09-29;2021-03-03;VR-565-L;VR-565-L;LUTAMOS OS DOIS;VR;;N;Y;N;N;N;;MOX;GTR;FPO;;;;;6.16;0.00;1.75;0.00;0.00;36.80;0.00;3;1997-04-04;MFL;;;PA;1997-01-01,
PRT;PRT000020772;;MOD;2018-01-01;2100-12-31;PM-1142-L;PM-1142-L;DOIS MANOS;PM;;N;N;N;N;N;;MOX;FPO;LHP;;;;;5.38;0.00;1.20;1.72;0.00;37.20;0.00;3;1997-04-16;MFL;;;PA;1997-01-01,
PRT;PRT000020774;;MOD;2018-04-11;2021-02-16;VC-134-L;VC-134-L;SENHORA DOS REMEDIOS;VC;;N;Y;N;;;;MOX;GNS;FPO;;;;;7.35;0.00;2.39;3.71;0.00;44.13;0.00;3;1997-09-03;MFL;;;PA;1997-01-01,
PRT;PRT000020775;;MOD;2014-04-09;2100-12-31;PV-279-L;PV-279-L;AMADEU LEAL;PV;;N;N;N;;;;FX;GTR;FPO;;;;;6.00;0.00;1.29;2.36;0.00;18.39;18.39;1;1997-06-17;MFL;;;PA;1997-01-01,
PRT;PRT000020776;;MOD;2020-07-14;2021-09-12;F-955-L;F-955-L;OS TAROLAS;F;;N;Y;N;N;N;;MOX;GTR;LLS;;;;;6.70;0.00;1.22;1.99;0.00;73.60;2.90;3;1997-08-01;MFL;;;PA;1997-01-01,
PRT;PRT000020777;;MOD;2020-11-30;2100-12-31;O-2072-L;O-2072-L;BOA ESPERANCA;O;CUAP8;Y;Y;N;N;Y;263440717;MOX;GTR;NO;;;;;6.72;0.00;1.02;1.55;0.00;58.80;18.40;3;1997-05-07;MFL;;;PA;1997-01-01,
PRT;PRT000020778;;MOD;2017-10-01;2100-12-31;TR-1421-L;TR-1421-L;COQUELUCHE;TR;;N;Y;N;;;;FX;GNS;FPO;;;;;6.40;0.00;1.82;3.46;0.00;44.10;0.00;1;1998-01-08;MFL;;;PA;1997-01-01,
PRT;PRT000020779;;MOD;2018-11-23;2021-10-27;Q-1077-L;Q-1077-L;CARLOS;Q;;N;Y;N;N;Y;263425380;MOX;GNS;GTR;;;;;6.92;0.00;2.41;2.41;0.00;36.77;29.42;3;1997-02-14;MFL;;;PA;1996-01-01,
PRT;PRT000020781;;MOD;2020-07-30;2100-12-31;VR-422-L;VR-422-L;TO MANEL;VR;CUAL6;Y;Y;N;N;Y;263440614;MOX;GNS;FPO;;;;;6.16;0.00;1.35;2.48;0.00;36.80;0.00;3;1996-08-30;MFL;;;PA;1996-01-01,
PRT;PRT000020782;;MOD;2019-05-02;2100-12-31;PM-1125-L;PM-1125-L;SENHORA DO BOM CAMINHO;PM;;N;Y;N;N;N;;MOX;FPO;LHP;;;;;5.38;0.00;1.20;1.71;0.00;36.80;0.00;3;1996-07-26;MFL;;;PA;1996-01-01,
PRT;PRT000020783;;MOD;2019-08-13;2100-12-31;PM-1126-L;PM-1126-L;ALARRIBA;PM;CUPT8;Y;Y;N;N;Y;263412580;MOX;FPO;LHP;;;;;5.38;0.00;1.20;1.71;0.00;44.10;0.00;3;1996-08-21;MFL;;;PA;1996-01-01,
PRT;PRT000020784;;MOD;2020-07-29;2100-12-31;VR-362-L;VR-362-L;POR DO SOL;VR;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;6.15;0.00;1.26;2.41;0.00;51.50;0.00;3;1997-03-06;MFL;;;PA;1997-01-01,
PRT;PRT000020785;;MOD;2019-01-29;2100-12-31;FZ-807-L;FZ-807-L;DAMASIO CORREIA;FZ;;N;Y;N;N;N;;MOX;GNS;NO;;;;;6.18;5.71;2.03;3.07;0.00;25.00;0.00;3;1997-03-25;MFL;;;PA;1997-01-01,
PRT;PRT000020786;;MOD;2019-01-01;2100-12-31;TR-1424-L;TR-1424-L;RAIO DE SOL;TR;;N;N;N;N;N;;MOX;GTR;DRB;;;;;5.95;0.00;1.54;2.91;0.00;29.40;0.00;1;1997-10-16;MFL;;;PA;1997-01-01,
PRT;PRT000020787;;MOD;2020-01-01;2100-12-31;AL-529-L;AL-529-L;VENDAVAL;AL;;N;N;N;N;N;;MOX;LHP;NO;;;;;5.32;0.00;0.90;1.72;0.00;29.40;0.00;3;1997-03-07;MFL;;;PA;1997-01-01,
PRT;PRT000020790;;MOD;2011-01-01;2100-12-31;TR-1422-L;TR-1422-L;AMOR DE MAE;TR;;N;N;N;;;;FX;GNS;FPO;;;;;6.10;0.00;1.67;3.16;0.00;44.10;0.00;1;1998-03-09;MFL;;;PA;1998-01-01,
PRT;PRT000020791;;MOD;2021-01-01;2021-04-19;SA-505-L;SA-505-L;BOA PRAIA;SA;CUPK8;Y;Y;N;N;Y;263408770;MOX;GTR;FPO;;;;;7.00;0.00;1.52;2.50;0.00;36.80;26.78;3;1996-12-18;MFL;;;PA;1996-01-01,
PRT;PRT000020793;;MOD;2019-08-01;2021-04-12;LG-1387-L;LG-1387-L;NOVO DIA;LG;CULU7;Y;Y;N;N;Y;263430770;MOX;GNS;GTR;;;;;6.98;0.00;1.78;2.54;0.00;37.30;11.20;3;1997-03-04;MFL;;;PA;1997-01-01,
PRT;PRT000020794;;MOD;2018-01-01;2100-12-31;V-576-L;V-576-L;HUGO E DANIEL;V;CUIA7;Y;N;N;;;;FX;GNS;GTR;;;;;6.50;0.00;1.90;2.66;0.00;44.10;0.00;1;1998-01-22;MFL;;;PA;1997-01-01,
PRT;PRT000020795;;MOD;2012-08-17;2100-12-31;TR-1419-L;TR-1419-L;SENHORA DA ESPERANCA;TR;;N;N;N;;;;FX;GNS;FPO;;;;;5.80;0.00;1.01;1.90;0.00;0.00;0.00;3;1997-06-20;MFL;;;PA;1997-01-01,
PRT;PRT000020797;;MOD;2018-01-01;2100-12-31;FZ-871-L;FZ-871-L;PESCA NOVA;FZ;CUPO7;Y;N;N;N;Y;263424870;MOX;FPO;LHP;;;;;5.36;0.00;1.13;2.20;0.00;0.00;0.00;3;1997-05-09;MFL;;;PA;1997-01-01,
PRT;PRT000020799;;MOD;2019-05-10;2100-12-31;LG-1397-L;LG-1397-L;RAMBO;LG;;N;Y;N;N;Y;263433940;MOX;LHP;NO;;;;;6.16;0.00;1.34;2.02;0.00;36.80;22.10;3;1997-05-06;MFL;;;PA;1997-01-01,
PRT;PRT000020800;;MOD;2008-01-01;2100-12-31;FZ-806-L;FZ-806-L;SENHOR DO MAR;FZ;;N;N;N;;;;FX;FPO;LLS;;;;;4.74;4.62;0.51;1.01;0.00;0.00;0.00;3;1997-01-29;MFL;;;PA;1996-01-01,
PRT;PRT000020804;;MOD;2020-10-22;2100-12-31;PM-1143-L;PM-1143-L;PEDRO NUNO;PM;CUJV7;Y;Y;N;N;Y;263437660;MOX;FPO;LHP;;;;;5.38;0.00;1.20;1.72;0.00;36.80;0.00;3;1997-05-13;MFL;;;PA;1997-01-01,
PRT;PRT000020811;;MOD;2020-07-06;2100-12-31;LX-317-L;LX-317-L;LUA NOVA;LX;;N;Y;N;N;N;;MOX;GNS;FPO;;;;;5.32;0.00;0.90;1.77;0.00;29.40;0.00;3;1997-06-18;MFL;;;PA;1997-01-01,
PRT;PRT000020812;;MOD;2020-07-20;2021-06-08;LG-1310-L;LG-1310-L;MAR DE FORA;LG;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;6.10;0.00;1.21;2.32;0.00;18.40;0.00;3;1997-02-10;MFL;;;PA;1997-01-01,
PRT;PRT000020813;;MOD;2020-08-03;2100-12-31;PM-1146-L;PM-1146-L;SAO JOSE I;PM;CUPN8;Y;Y;N;N;Y;263440616;MOX;FPO;LHP;;;;;6.16;0.00;1.35;2.45;0.00;44.10;14.70;3;1997-08-21;MFL;;;PA;1997-01-01,
PRT;PRT000020816;;MOD;2007-01-01;2100-12-31;PE-2330-C;PE-2330-C;SACO MAR;PE;CUGO8;Y;N;N;;;;FX;PS;NO;;;;;23.93;21.31;88.53;101.10;0.00;369.95;0.00;3;2001-08-09;MFL;;;PA;2001-01-01,
PRT;PRT000020817;;MOD;2020-11-16;2021-05-31;VC-313-C;VC-313-C;ESTRELA DO OCEANO;VC;CULK6;Y;Y;Y;Y;Y;263406990;LL;FPO;LLS;;;;;18.50;15.97;99.58;51.97;0.00;183.00;0.00;3;2001-04-30;MFL;;;PA;2001-01-01,
PRT;PRT000020820;;MOD;2020-04-23;2021-05-31;F-89-C;F-89-C;MESTRE HORÁCIO;F;CUQG6;Y;Y;Y;Y;Y;263402370;SP;PS;GNS;;;;;17.80;15.65;33.78;38.35;0.00;186.40;0.00;1;2000-01-19;MFL;;;PA;1999-01-01,
PRT;PRT000020821;8735065;MOD;2021-01-01;2021-08-09;PV-281-C;PV-281-C;NOVO JAIME MARIA;PV;CUEO6;Y;Y;Y;Y;Y;204284000;LL;GNS;LLD;;;;;24.00;20.28;147.10;86.32;0.00;323.62;0.00;2;1999-07-06;MFL;;;PA;1999-01-01,
PRT;PRT000020822;;MOD;2019-09-02;2100-12-31;LG-1307-C;LG-1307-C;SALMAO;LG;CUOP3;Y;Y;N;N;Y;263402490;SP;PS;FPO;;;;;11.45;9.86;9.07;9.89;0.00;67.00;0.00;3;2000-01-17;MFL;;;PA;1999-01-01,
PRT;PRT000020826;;MOD;2006-01-01;2100-12-31;PV-285-C;PV-285-C;JESUS E AMIGO;PV;CUEG7;Y;N;N;;;;FX;GTR;FPO;;;;;12.20;10.46;14.42;19.29;0.00;55.16;0.00;1;2001-06-07;MFL;;;PA;2001-01-01,
PRT;PRT000020835;9201267;MOD;2018-01-01;2021-05-31;A-3504-C;A-3504-C;ALBAMAR;A;CUFB9;Y;Y;Y;Y;Y;263401880;TTW;OTB;NO;;;;;28.20;24.97;249.00;165.93;0.00;588.40;0.00;2;1999-11-19;MFL;;;PA;1999-01-01,
PRT;PRT000020836;;MOD;2014-02-22;2021-05-31;VC-244-C;VC-244-C;DAMATA;VC;CUDA7;Y;Y;Y;;;;SP;PS;LHP;;;;;22.70;19.68;68.58;68.13;0.00;312.59;0.00;1;1999-05-21;MFL;;;PA;1999-01-01,
PRT;PRT000020839;;MOD;2018-01-01;2021-05-31;VC-256-C;VC-256-C;NANCI MAR;VC;CUCU2;Y;Y;Y;Y;Y;263408240;MOX;GNS;GTR;;;;;16.75;14.76;28.48;29.50;0.00;183.87;0.00;1;2001-09-11;MFL;;;PA;2001-01-01,
PRT;PRT000020840;;MOD;2020-05-11;2100-12-31;SA-639-L;SA-639-L;TUBARAO DOS MARES;SA;;N;Y;N;N;N;;MOX;FPO;LTL;;;;;6.00;0.00;1.49;2.39;0.00;44.10;29.40;1;1998-08-17;MFL;;;PA;1998-01-01,
PRT;PRT000020843;;MOD;2020-01-01;2100-12-31;PM-1177-L;PM-1177-L;PIRILAMPO;PM;CUPZ4;Y;N;N;N;Y;263421540;MOX;GNS;FPO;;;;;5.40;0.00;0.99;1.58;0.00;29.40;0.00;3;1996-09-13;MFL;;;PA;1996-01-01,
PRT;PRT000020847;;MOD;2009-01-01;2100-12-31;C-996-L;C-996-L;ZERO;C;;N;N;N;;;;FX;GTR;NO;;;;;4.70;0.00;0.66;1.21;0.00;3.00;0.00;3;1996-09-28;MFL;;;PA;1996-01-01,
PRT;PRT000020848;9179804;MOD;2018-01-01;2021-05-31;A-3484-C;A-3484-C;SAO GONCALINHO;A;CUVN;Y;Y;Y;Y;Y;204243000;TTW;OTB;NO;;;;;28.00;24.86;249.00;169.72;0.00;588.40;0.00;2;1998-12-21;MFL;;;PA;1998-01-01,
PRT;PRT000020849;;MOD;2007-05-25;2100-12-31;L-2026-L;L-2026-L;ZE LUIS;L;;N;N;N;;;;FX;GNS;FPO;;;;;6.95;0.00;2.02;3.55;0.00;7.28;0.00;1;1998-05-22;MFL;;;PA;1998-01-01,
PRT;PRT000020851;;MOD;2019-02-05;2100-12-31;T-371-L;T-371-L;ZE ROSA;T;CUMG6;Y;Y;N;N;N;;MOX;FPO;NO;;;;;7.12;6.14;1.94;2.98;0.00;52.08;0.00;3;1998-02-13;MFL;;;PA;1997-01-01,
PRT;PRT000020852;;MOD;2015-08-11;2021-02-16;L-2023-L;L-2023-L;ZE MIGUEL;L;;N;Y;N;;;;MOX;GNS;GND;;;;;7.35;0.00;1.61;3.73;0.00;29.40;29.40;3;1998-03-20;MFL;;;PA;1998-01-01,
PRT;PRT000020856;;MOD;2019-01-14;2100-12-31;C-999-L;C-999-L;CARVALHO;C;;N;Y;N;N;N;;MOX;GTR;NO;;;;;5.25;0.00;0.97;1.56;0.00;14.88;0.00;3;1996-11-04;MFL;;;PA;1996-01-01,
PRT;PRT000020858;;MOD;2019-01-01;2100-12-31;C-998-L;C-998-L;SAO MARTINHO;C;;N;Y;N;N;N;;MOX;GTR;NO;;;;;4.70;0.00;0.69;1.16;0.00;11.19;11.00;3;1996-10-16;MFL;;;PA;1996-01-01,
PRT;PRT000020859;;MOD;2018-01-01;2100-12-31;T-426-L;T-426-L;MARCOS;T;;N;Y;N;N;N;;MOX;FPO;NO;;;;;5.77;0.00;0.63;1.25;0.00;22.32;0.00;3;1996-10-17;MFL;;;PA;1996-01-01,
PRT;PRT000020862;;MOD;2019-11-11;2100-12-31;VR-355-L;VR-355-L;ANA FILIPA;VR;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;6.16;0.00;1.34;2.55;0.00;73.50;0.00;3;1996-10-30;MFL;;;PA;1996-01-01,
PRT;PRT000020863;;MOD;2018-10-25;2100-12-31;VR-350-L;VR-350-L;RITA ISABEL;VR;;N;Y;N;N;Y;263427990;MOX;GNS;GTR;;;;;5.40;0.00;1.03;2.00;0.00;44.10;0.00;3;1996-10-22;MFL;;;PA;1996-01-01,
PRT;PRT000020864;;MOD;2019-02-20;2100-12-31;VC-128-L;VC-128-L;GRACA MARIA;VC;;N;Y;N;N;Y;263427680;MOX;GNS;NO;;;;;7.30;0.00;2.38;3.15;0.00;58.80;0.00;3;1996-09-30;MFL;;;PA;1996-01-01,
PRT;PRT000020865;;MOD;2018-01-26;2100-12-31;O-2088-L;O-2088-L;SRª DAS DORES;O;;N;N;N;N;N;;MOX;GNS;GTR;;;;;6.16;0.00;1.28;2.15;0.00;29.40;0.00;3;1996-07-26;MFL;;;PA;1996-01-01,
PRT;PRT000020866;;MOD;2019-05-07;2021-04-04;LG-1396-L;LG-1396-L;PIONEIRO;LG;CUOC4;Y;Y;N;N;Y;263409280;MOX;GNS;GTR;;;;;6.92;0.00;2.41;2.41;0.00;73.60;0.00;3;1997-02-14;MFL;;;PA;1997-01-01,
PRT;PRT000020869;;MOD;2019-09-07;2021-06-01;A-3442-L;A-3442-L;SO DOIS;A;;N;Y;N;N;N;;MOX;GTR;DRH;;;;;7.00;0.00;1.07;1.71;0.00;14.70;11.00;1;1996-10-30;MFL;;;PA;1996-01-01,
PRT;PRT000020870;;MOD;2017-10-27;2100-12-31;SA-641-L;SA-641-L;BOM REGRESSO;SA;CUND6;Y;Y;N;;;;FX;GNS;GTR;;;;;6.16;0.00;1.34;2.55;0.00;37.28;29.40;3;1997-05-26;MFL;;;PA;1997-01-01,
PRT;PRT000020871;;MOD;2019-08-08;2100-12-31;FZ-835-L;FZ-835-L;RUI JORGE;FZ;;N;Y;N;N;Y;263430940;MOX;FPO;NO;;;;;8.05;7.04;2.36;3.35;0.00;36.77;0.00;3;2001-01-15;MFL;;;PA;2000-01-01,
PRT;PRT000020872;;MOD;2019-01-08;2100-12-31;Q-1189-L;Q-1189-L;SETE ESTRELAS;Q;CUOD3;Y;Y;N;N;Y;263409380;MOX;GNS;GTR;;;;;6.10;5.50;2.20;2.20;0.00;36.80;36.80;3;1997-03-24;MFL;;;PA;1997-01-01,
PRT;PRT000020874;;MOD;2020-11-25;2100-12-31;VR-363-L;VR-363-L;JOSE CARLOS;VR;CUAQ2;Y;Y;N;N;Y;263440819;MOX;GNS;GTR;;;;;6.15;0.00;1.26;1.26;0.00;36.80;0.00;3;1997-03-05;MFL;;;PA;1997-01-01,
PRT;PRT000020875;;MOD;2018-01-01;2100-12-31;LG-1384-L;LG-1384-L;MARADENTRO;LG;CUBZ4;Y;Y;N;N;Y;263500253;MOX;GNS;GTR;;;;;8.95;7.96;4.45;4.66;0.00;44.74;0.00;2;1998-06-25;MFL;;;PA;1998-01-01,
PRT;PRT000020876;;MOD;2018-01-08;2100-12-31;Q-1081-L;Q-1081-L;BRISA DO OCEANO;Q;CUOC7;Y;Y;N;N;Y;263409370;MOX;GNS;GTR;;;;;6.98;0.00;2.48;2.94;0.00;36.77;11.00;3;1997-03-24;MFL;;;PA;1997-01-01,
PRT;PRT000020878;;MOD;2019-10-03;2100-12-31;VC-135-L;VC-135-L;VERA CRUZ;VC;CUCC9;Y;Y;N;N;Y;263500229;MOX;GNS;GTR;;;;;8.95;7.97;4.14;4.83;0.00;41.00;0.00;2;1997-11-11;MFL;;;PA;1997-01-01,
PRT;PRT000020879;;MOD;2009-10-22;2100-12-31;VC-181-L;VC-181-L;ELISA CRUZ;VC;;N;Y;N;;;;FX;GNS;GTR;;;;;8.95;7.97;4.14;4.83;0.00;41.00;0.00;2;1997-11-13;MFL;;;PA;1997-01-01,
PRT;PRT000020881;;MOD;2019-10-21;2100-12-31;N-2530-L;N-2530-L;DEZ MANDAMENTOS;N;CUBZ3;Y;Y;N;N;N;;MOX;GTR;FPO;;;;;8.95;8.00;5.06;4.68;0.00;44.10;0.00;2;1998-02-19;MFL;;;PA;1998-01-01,
PRT;PRT000020882;;MOD;2012-04-11;2100-12-31;AL-531-L;AL-531-L;O POLVO;AL;CUNG8;Y;Y;N;;;;FX;FPO;FPO;;;;;5.36;0.00;1.13;1.44;0.00;36.77;0.00;3;1997-05-05;MFL;;;PA;1997-01-01,
PRT;PRT000020884;;MOD;2017-11-24;2100-12-31;F-944-L;F-944-L;SEMPRE AMIGOS;F;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;5.85;0.00;1.07;1.89;0.00;36.80;0.00;3;1996-09-04;MFL;;;PA;1996-01-01,
PRT;PRT000020887;;MOD;2008-01-01;2100-12-31;PE-2187-L;PE-2187-L;PIRIQUITO;PE;;N;N;N;;;;FX;GTR;SB;;;;;6.60;0.00;0.72;1.40;0.00;3.00;0.00;1;1996-11-14;MFL;;;PA;1995-01-01,
PRT;PRT000020888;;MOD;2020-11-03;2100-12-31;VR-435-L;VR-435-L;LUAR;VR;CUAP4;Y;Y;N;N;Y;263440798;MOX;GNS;GTR;;;;;6.16;0.00;1.36;2.12;0.00;44.10;29.76;3;1996-11-29;MFL;;;PA;1996-01-01,
PRT;PRT000020891;;MOD;2006-01-01;2100-12-31;T-348-L;T-348-L;NOVA AURORA;T;;N;N;N;;;;FX;GTR;NO;;;;;5.40;0.00;1.06;2.03;0.00;29.42;0.00;3;1996-10-25;MFL;;;PA;1995-01-01,
PRT;PRT000020892;;MOD;2018-04-10;2100-12-31;TR-1746-L;TR-1746-L;BACALHAU TERROR;TR;;N;N;N;N;N;;MOX;GNS;FPO;;;;;5.50;0.00;0.96;1.67;0.00;29.42;0.00;1;1997-11-05;MFL;;;PA;1997-01-01,
PRT;PRT000020894;;MOD;2018-11-06;2100-12-31;SN-757-L;SN-757-L;FIEL;SN;;N;N;N;N;N;;MOX;LLS;NO;;;;;4.80;0.00;0.69;1.37;0.00;0.00;0.00;1;1997-11-11;MFL;;;PA;1997-01-01,
PRT;PRT000020895;;MOD;2018-01-01;2100-12-31;SA-520-L;SA-520-L;ESTRELA DO DIA;SA;CUOP6;Y;N;N;;;;FX;FPO;LHP;;;;;6.13;0.00;1.23;2.00;0.00;36.77;29.42;3;1997-09-18;MFL;;;PA;1997-01-01,
PRT;PRT000020896;;MOD;2020-10-28;2100-12-31;VC-308-L;VC-308-L;CELESTE MARIA;VC;CQBU7;Y;Y;N;N;Y;263426760;MOX;FPO;GTR;;;;;8.95;7.96;4.03;5.35;0.00;44.64;0.00;2;1998-09-01;MFL;;;PA;1998-01-01,
PRT;PRT000020898;;MOD;2019-11-28;2100-12-31;L-2064-L;L-2064-L;PAULO JORGE;L;;N;N;N;N;N;;MOX;GNS;FPO;;;;;6.80;0.00;1.92;2.88;0.00;0.00;0.00;1;1998-11-11;MFL;;;PA;1998-01-01,
PRT;PRT000020900;;MOD;2018-12-04;2100-12-31;VR-371-L;VR-371-L;RENATO;VR;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;6.16;5.77;1.69;3.01;0.00;51.50;0.00;3;1997-09-25;MFL;;;PA;1997-01-01,
