"region";"sppName";"latinName";"RFMO";"RFMO_Stock_ID";"X3A_CODE";"FIDES_AREA";"area";"areaBis";"TAC.area.description";"Comments";"areaRDB"
"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"";"";"27_8_A,27_8_B,27_8_D,27_8_E"
"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"8C3411";"8c, 9, 10";"27_8_C,27_9,27_10";"VIIIc), IX, X, COPACE 34.1.1 (1), internatina waters of XII and XIV";"";"27_8_C,27_9,27_10"
"North-East Atlantic";"Wedge sole";"Microchirus variegatus";"ICES";NA;"MKG";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Blue whiting";"Micromesistius poutassou";"ICES";NA;"WHB";"1X14";"1-9, 12, 14";"27_1,27_2,27_3,27_4,27_5,27_6,27_7,27_8,27_9,27_12,27_14";"ICES I-II, III, IV, V, VII, VIIIabde, XII and XIV (EC and international waters)";"";"27_1,27_2,27_3,27_4,27_5,27_6,27_7,27_8,27_9,27_12,27_14"
"North-East Atlantic";"Lemon sole";"Microstomus kitt";"ICES";NA;"LEM";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Blue ling";"Molva dypterygia";"ICES";NA;"BLI";"5B67-";"5b, 6, 7";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"EU waters of Iia, IV, Vb, VI and VII";"";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K"
"North-East Atlantic";"Blue ling";"Molva dypterygia";"ICES";NA;"BLI";"12INT-";"12 international waters";"27_12";"EU waters of Iia, IV, Vb, VI and VII";"";"27_12"
"North-East Atlantic";"Spanish ling";"Molva macrophthalma";"ICES";NA;"SLI";"No TAC";"10";"27_10";"";"";"27_10"
"North-East Atlantic";"Ling";"Molva molva";"ICES";NA;"LIN";"05EI.";"5";"27_5";"VI, VII, VIII, IX, X, XII, XIV (1)(2)";"";"27_5"
"North-East Atlantic";"Ling";"Molva molva";"ICES";NA;"LIN";"6X14.";"6-14";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"VI, VII, VIII, IX, X, XII, XIV (1)(2)";"";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Striped red mullet";"Mullus surmuletus";"ICES";NA;"MUR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Starry smooth-hound";"Mustelus asterias";"ICES";NA;"SDS";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";"";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9"
"North-East Atlantic";"Smooth-hound";"Mustelus mustelus";"ICES";NA;"SMD";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";"";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9"
"North-East Atlantic";"Blackspotted smooth-hound";"Mustelus punctulatus";"ICES";NA;"MPT";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";"";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9"
"North-East Atlantic";"Smooth-hound";"Mustelus spp.";"ICES";NA;"SKH";"No TAC";"5-10, 12, 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_10,27_12,27_14"
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"5BC6.";"5b, 6";"27_5_B,27_6";"Vb) (1), VI";"";"27_5_B,27_6"
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"07.";"7";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"VII";"";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K"
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"VIIIabde";"";"27_8_A,27_8_B,27_8_D,27_8_E"
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"08C.";"8c";"27_8_C";"ICES division VIIIc - Bay of Biscay - South";"";"27_8_C"
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"9/3411";"9";"27_9";"Functional Units 26 and 27 of ICES division IXa";"";"27_9"
"North-East Atlantic";"Common octopus";"Octopus vulgaris";"ICES";NA;"OCC";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D,27_8_C,27_8_E,27_9_A,27_9_B,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D,27_8_C,27_8_E,27_9_A,27_9_B,27_10,27_12,27_14"
"North-East Atlantic";"Sailfin roughshark";"Oxynotus paradoxus";"ICES";NA;"OXN";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10"
"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"678-";"6, 7, 8";"27_6,27_7,27_8";"";"";"27_6,27_7,27_8"
"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"09-";"9";"27_9";"";"";"27_9"
"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"10-";"10";"27_10";"";"";"27_10"
"North-East Atlantic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA";"514GRN";"5, 14";"27_5,27_14";"";"";"27_5,27_14"
"North-East Atlantic";"Pandalid shrimps";"Pandalus spp";"ICES";NA;"PAN";"No TAC";"5, 14";"27_5,27_14";"";"";"27_5,27_14"
"North-East Atlantic";"Deepwater rose shrimp";"Parapenaeus longirostris";"ICES";NA;"DPS";"No TAC";"9a";"27_9_A";"";"";"27_9_A"
"North-East Atlantic";"Scallop";"Pecten maximus";"ICES";NA;"SCE";"No TAC";"6, 7";"27_6,27_7_E,27_7_A,27_7_B,27_7_C,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"27_6,27_7_E,27_7_A,27_7_B,27_7_C,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K"
"North-East Atlantic";"Greater Forkbeard";"Phycis blennoides";"ICES";NA;"GFB";"567-,89-,1012-";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Should we add areas 1 II-III and IV? There also other TAC codes looking redundant";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Forkbeard";"Phycis phycis";"ICES";NA;"FOR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"";"27_5_B,27_6,27_12,27_14"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"";"27_7_A"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"7BC.";"7bc";"27_7_B,27_7_C";"VIIbc ";"";"27_7_B,27_7_C"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"7DE.";"7e";"27_7_E";"VIIde";"";"27_7_E"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"7FG.";"7fg";"27_7_F,27_7_G";"VIIfg";"";"27_7_F,27_7_G"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"7HJK.";"7h-k";"27_7_H,27_7_J,27_7_K";"VIIhjk";"";"27_7_H,27_7_J,27_7_K"
"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"8/3411";"8, 9, 10";"27_8,27_9,27_10";"VIII, IX, X, COPACE 34.1.1 (1)";"";"27_8,27_9,27_10"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"";"27_5_B,27_6,27_12,27_14"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"07.";"7";"27_7";"";"";"27_7"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"";"";"27_8_A,27_8_B,27_8_D,27_8_E"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"08C.";"8c";"27_8_C";"";"";"27_8_C"
"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"9/3411";"9, 10";"27_9,27_10";"";"";"27_9,27_10"
"North-East Atlantic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"";"27_5_B,27_6,27_12,27_14"
"North-East Atlantic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"7/3411";"7, 8, 9, 10";"27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VII, VIII, IX, X, COPACE 34.1.1(1)";"";"27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10"
"North-East Atlantic";"Wreckfish";"Polyprion americanus";"ICES";NA;"WRF";"";"10";"27_10";"";"";"27_10"
"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"67AKXD";"4a, 6";"27_4_A,27_6";"";"";"27_4_A,27_6"
"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"67AKXD";"7a,7fg";"27_7_A,27_7_F,27_7_G";"";"";"27_7_A,27_7_F,27_7_G"
"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"67AKXD";"7e";"27_7_E";"";"";"27_7_E"
"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"89-C.";"9a";"27_9_A";"";"";"27_9_A"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"67AKXD";"6";"27_6";"";"";"27_6"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"67AKXD";"7a, 7fg";"27_7_A,27_7_F,27_7_G";"";"";"27_7_A,27_7_F,27_7_G"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"67AKXD";"7e";"27_7_E";"";"";"27_7_E"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"89-C.";"8";"27_8";"";"";"27_8"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"No TAC";"9a";"27_9_A";"";"";"27_9_A"
"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"No TAC";"10, 12";"27_10,27_12";"";"";"27_10,27_12"
"North-East Atlantic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE";"07D.";"7e";"27_7_E";"";"";"27_7_E"
"North-East Atlantic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE";"7FG.";"7fg";"27_7_F,27_7_G";"";"";"27_7_F,27_7_G"
"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"67AKXD";"6, 7b, 7j";"27_6,27_7_B,27_7_J";"";"";"27_6,27_7_B,27_7_J"
"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"67AKXD";"7a, 7e-h";"27_7_A,,27_7_E,27_7_F,27_7_G,27_7_H";"";"";"27_7_A,,27_7_E,27_7_F,27_7_G,27_7_H"
"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"No TAC";"8";"27_8";"";"";"27_8"
"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"No TAC";"9a";"27_9_A";"";"";"27_9_A"
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"No TAC";"7b, 7j";"27_7_B,27_7_J";"";"";"27_7_B,27_7_J"
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"07DE.";"7e";"27_7_E";"";"";"27_7_E"
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"8-C.";"8ab";"27_8_A,27_8_B";"";"";"27_8_A,27_8_B"
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"8-C.";"8c";"27_8_C";"";"";"27_8_C"
"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"9-C.";"9a";"27_9_A";"";"";"27_9_A"
"North-East Atlantic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"5-14GL";"5a, 14";"27_5_A,27_14";"Greenland zone: V & XIV";"";"27_5_A,27_14"
"North-East Atlantic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"2A-C46";"5b, 6";"27_5_B,27_6";"EU waters of IIa and VI. In VI";"";"27_5_B,27_6"
"North-East Atlantic";"White skate";"Raja alba";"ICES";NA;"RJA";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"Rostroraja alba";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Salmon";"Salmo salar";"ICES";NA;"SAL";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Sea trout";"Salmo trutta";"ICES";NA;"TRS";"";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Sardine";"Sardina pilchardus";"ICES";NA;"PIL";"No TAC";"8abd";"27_8_A,27_8_B,27_8_D";"";"";"27_8_A,27_8_B,27_8_D"
"North-East Atlantic";"Sardine";"Sardina pilchardus";"ICES";NA;"PIL";"No TAC";"8c, 9a";"27_8_C,27_9_A";"";"";"27_8_C,27_9_A"
"North-East Atlantic";"Spanish mackerel";"Scomber colias";"ICES";NA;"VMA";"No TAC";"8, 9, 10";"27_8,27_9,27_10";"";"";"27_8,27_9,27_10"
"North-East Atlantic";"Mackerel";"Scomber scombrus";"ICES";NA;"MAC";"2CX14-";"5, 6, 7, 8, 9";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9";"VI, VII, VIIIabde, EC waters of Vb,  international waters of Iia, XII and XIV";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9"
"North-East Atlantic";"Turbot";"Scophthalmus maximus";"ICES";NA;"TUR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Brill";"Scophthalmus rhombus";"ICES";NA;"BLL";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"";"6, 7a-c, 7e-j";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J";"";"";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J"
"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"";"8abd";"27_8_A,27_8_B,27_8_D";"";"";"27_8_A,27_8_B,27_8_D"
"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"";"8c, 9a";"27_8_C,27_9_A";"";"";"27_8_C,27_9_A"
"North-East Atlantic";"Greater spotted dogfish";"Scyliorhinus stellaris";"ICES";NA;"SYT";"";"6, 7";"27_6,27_7";"";"";"27_6,27_7"
"North-East Atlantic";"Knifetooth dogfish";"Scymnodon ringenes";"ICES";NA;"SYR";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10"
"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";NA;"REB";"No TAC";"5, 12, 14 (shallow pelagic)";"27_5,27_12,27_14";"";"";"27_5,27_12,27_14"
"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";NA;"REB";"No TAC";"5, 12, 14 (deep pelagic)";"27_5,27_12,27_14";"";"";"27_5,27_12,27_14"
"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";NA;"REB";"No TAC";"5, 14 (demersal) ";"27_5,27_12,27_14";"";"";"27_5,27_12,27_14"
"North-East Atlantic";"Golden Redfish";"Sebastes norvegicus";"ICES";NA;"REG";"XXX";"5, 14";"27_5,27_14";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"";"27_5,27_14"
"North-East Atlantic";"Cuttlefish";"Sepia officinalis";"ICES";NA;"CTC";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"";"27_5_B,27_6,27_12,27_14"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"07A.";"7a";"27_7_A";"";"";"27_7_A"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"7BC.";"7bc";"27_7_B,27_7_C";"";"";"27_7_B,27_7_C"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"7E.";"7e";"27_7_E";"";"";"27_7_E"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"7FG.";"7fg";"27_7_F,27_7_G";"";"";"27_7_F,27_7_G"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"7HJK.";"7hjk";"27_7_H,27_7_J,27_7_K";"";"";"27_7_H,27_7_J,27_7_K"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"8AB.";"8ab";"27_8_A,27_8_B";"";"";"27_8_A,27_8_B"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"No TAC";"8cde, 9, 10";"27_8_C,27_8_D,27_8_E,27_9,27_10";"";"";"27_8_C,27_8_D,27_8_E,27_9,27_10"
"North-East Atlantic";"Greenland skark";"Samniosus microcephalus";"ICES";NA;"GSK";"";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Sea breams (in plural)";"Sparidae";"ICES";NA;"SBX";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Picked dogfish";"Squalus acanthias";"ICES";NA;"DGS";"15X14";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"Mediterranean horse mackerel";"Trachurus mediterraneus";"ICES";NA;"HMM";"No TAC";"8, 9";"27_8,27_9";"";"";"27_8,27_9"
"North-East Atlantic";"Blue jack mackerel";"Trachurus picturatus";"ICES";NA;"JAX";"08C.,09.,X34PRT";"8, 9, 10";"27_8,27_9,27_10";"TAC = Jack + horse mackerel nei?";"";"27_8,27_9,27_10"
"North-East Atlantic";"Horse mackerel";"Trachurus trachurus";"ICES";NA;"JAX";"2A-14";"4a, 5b, 6a, 7a-c, 7e-k, 8";"27_4_A,27_5_B,27_6_A,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"";"27_4_A,27_5_B,27_6_A,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8"
"North-East Atlantic";"Horse mackerel";"Trachurus trachurus";"ICES";NA;"JAX";"09.";"9a";"27_9_A";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"";"27_9_A"
"North-East Atlantic";"Pouting";"Trisopterus spp";"ICES";NA;"XOD";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"North-East Atlantic";"John Dory";"Zeus faber";"ICES";NA;"JOD";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14"
"Mediterranean and Black Sea";"Pontic shad";"Alosa immaculata";"GFCM";NA;"SHC";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";"";"37_4_1,37_4_2"
"Mediterranean and Black Sea";"European Eel";"Anguilla anguilla";"GFCM";NA;"ELE";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Transparent gobid";"Aphia minuta";"GFCM";NA;"FIM";"No TAC";"GSAs 9, 10, 16, 19";"37_1_3,37_2_2";"";"";"37_1_3,37_2_2"
"Mediterranean and Black Sea";"Giant red shrimp";"Aristaeomorpha foliacea";"GFCM";NA;"ARS";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_2,37_3_1,37_3_2"
