"TAXOCODE";"X3A_CODE";"Scientific_name";"AphiaID";"Match.type";"ScientificName";"AphiaID_accepted";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Subgenus";"Species";"Subspecies";"WoRMSname";"English_name";"ISSCAAP"
"1100400117";"RFL";"Raja straeleni";"217400";"exact";"Raja straeleni";"217400";"Animalia";"Chordata";"Elasmobranchii";"Rajiformes";"Rajidae";"Raja";"";"straeleni";NA;"Raja straeleni";"Spotted skate";38
"1070400204";"ORQ";"Hemiscyllium strahani";"281038";"exact";"Hemiscyllium strahani";"281038";"Animalia";"Chordata";"Elasmobranchii";"Orectolobiformes";"Hemiscylliidae";"Hemiscyllium";"";"strahani";NA;"Hemiscyllium strahani";"Hooded carpetshark";38
"1630700301";"QUS";"Quirichthys stramineus";NA;"";"";NA;"";"";"";"";"";"";"";"";NA;"";"";37
"1400206515";"NRT";"Notropis stramineus";"1020955";"exact";NA;"1020955";"Animalia";"Chordata";"Actinopterygii";"Cypriniformes";"Cyprinidae";"Notropis";"";NA;NA;"";"Sand shiner";11
"1920102501";"LRS";"Liobranchia stria";"281360";"exact";"Liobranchia stria";"281360";"Animalia";"Chordata";"Actinopterygii";"Gobiesociformes";"Gobiesocidae";"Liobranchia";"";"stria";NA;"Liobranchia stria";"Minute clingfish";33
"3071600202";"LDZ";"Patelloida striata";"456641";"exact";"Patelloida striata";"456641";"Animalia";"Mollusca";"Gastropoda";"";"Lottiidae";"Patelloida";"";"striata";NA;"Patelloida striata";"Striate limpet";52
"3070800501";"PIZ";"Pisania striata";"138924";"exact";"Pisania striata";"138924";"Animalia";"Mollusca";"Gastropoda";"Neogastropoda";"Buccinidae";"Pisania";"";"striata";NA;"Pisania striata";"Striate pisania";52
"3163600401";"MJX";"Martesia striata";"216465";"exact";"Martesia striata";"216465";"Animalia";"Mollusca";"Bivalvia";"Myoida";"Pholadidae";"Martesia";"";"striata";NA;"Martesia striata";"Striate martesia";56
"3162400101";"KDS";"Atactodea striata";"140349";"exact";"Atactodea striata";"140349";"Animalia";"Mollusca";"Bivalvia";"Veneroida";"Mesodesmatidae";"Atactodea";"";"striata";NA;"Atactodea striata";"Striate beach clam";56
"1771900103";"FSS";"Channa striata";"280130";"exact";"Channa striata";"280130";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Channidae";"Channa";"";"striata";NA;"Channa striata";"Striped snakehead";13
"1700208102";"BSB";"Centropristis striata";"159348";"exact";"Centropristis striata";"159348";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Serranidae";"Centropristis";"";"striata";NA;"Centropristis striata";"Black seabass";33
"3161100106";"SZN";"Chamelea striatula";"141908";"exact";"Chamelea striatula";"141908";"Animalia";"Mollusca";"Bivalvia";"Veneroida";"Veneridae";"Chamelea";"";"striatula";NA;"Chamelea striatula";"";56
"1410400811";"TYL";"Trachycorystes striatulus";NA;"";"";NA;"";"";"";"";"";"";"";"";NA;"";"Singing catfish";13
"1950200304";"AWL";"Antennarius striatus";"158790";"exact";"Antennarius striatus";"158790";"Animalia";"Chordata";"Actinopterygii";"Lophiiformes";"Antennariidae";"Antennarius";"";"striatus";NA;"Antennarius striatus";"Striated frogfish";33
"1740202202";"TCV";"Ctenochaetus striatus";"219659";"exact";"Ctenochaetus striatus";"219659";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Acanthuridae";"Ctenochaetus";"";"striatus";NA;"Ctenochaetus striatus";"Striated surgeonfish";33
"3161500216";"DNT";"Donax striatus";"494732";"exact";"Donax striatus";"494732";"Animalia";"Mollusca";"Bivalvia";"Veneroida";"Donacidae";"Donax";"";"striatus";NA;"Donax striatus";"Striate donax";56
"1706302501";"MBS";"Minilabrus striatus";"281576";"exact";"Minilabrus striatus";"281576";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Labridae";"Minilabrus";"";"striatus";NA;"Minilabrus striatus";"Minute wrasse";33
"1700204220";"GPN";"Epinephelus striatus";"159222";"exact";"Epinephelus striatus";"159222";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Serranidae";"Epinephelus";"";"striatus";NA;"Epinephelus striatus";"Nassau grouper";33
"1703701617";"WKS";"Cynoscion striatus";"276093";"exact";"Cynoscion striatus";"276093";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Sciaenidae";"Cynoscion";"";"striatus";NA;"Cynoscion striatus";"Striped weakfish";33
"1705211603";"HTS";"Chaetodon striatus";"159663";"exact";"Chaetodon striatus";"159663";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Chaetodontidae";"Chaetodon";"";"striatus";NA;"Chaetodon striatus";"Banded butterflyfish";33
"3161600310";"SQV";"Solen strictus";"367772";"exact";"Solen strictus";"367772";"Animalia";"Mollusca";"Bivalvia";"[unassigned] Euheterodonta";"Solenidae";"Solen";"";"strictus";NA;"Solen strictus";"Gould's razor shell";56
"1830403501";"YFK";"Symphurus strictus";"219860";"exact";"Symphurus strictus";"219860";"Animalia";"Chordata";"Actinopterygii";"Pleuronectiformes";"Cynoglossidae";"Symphurus";"";"strictus";NA;"Symphurus strictus";"Blackbelly tonguesole";31
"1732100308";"GTR";"Gobius strictus";"126895";"exact";"Gobius strictus";"126895";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Gobiidae";"Gobius";"";"strictus";NA;"Gobius strictus";"";33
"1703620901";"PKS";"Pomadasys stridens";"126948";"exact";"Pomadasys stridens";"126948";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Haemulidae";"Pomadasys";"";"stridens";NA;"Pomadasys stridens";"Striped piggy";33
"2280106217";"NMY";"Metapenaeopsis stridulans";"220277";"exact";"Metapenaeopsis stridulans";"220277";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Penaeidae";"Metapenaeopsis";"";"stridulans";NA;"Metapenaeopsis stridulans";"Fiddler shrimp";45
"3161000202";"YER";"Mytella strigata";NA;"";"";NA;"";"";"";"";"";"";"";"";NA;"";"Strigate mangrove mussel";54
"1704700601";"MIR";"Microcanthus strigatus";"281558";"exact";"Microcanthus strigatus";"281558";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Kyphosidae";"Microcanthus";"";"strigatus";NA;"Microcanthus strigatus";"Stripey";33
"3161300202";"UCR";"Tucetona strigilata";"504544";"exact";"Tucetona strigilata";"504544";"Animalia";"Mollusca";"Bivalvia";"Arcoida";"Glycymerididae";"Tucetona";"";"strigilata";NA;"Tucetona strigilata";"Tessellated bittersweet";56
"3164000402";"UUT";"Solecurtus strigilatus";"141544";"exact";"Solecurtus strigilatus";"141544";"Animalia";"Mollusca";"Bivalvia";"Veneroida";"Solecurtidae";"Solecurtus";"";"strigilatus";NA;"Solecurtus strigilatus";"Rasp short razor";56
"1900600101";"UCF";"Pseudotriacanthus strigilifer";"282479";"exact";"Pseudotriacanthus strigilifer";"282479";"Animalia";"Chordata";"Actinopterygii";"Tetraodontiformes";"Triacanthidae";"Pseudotriacanthus";"";"strigilifer";NA;"Pseudotriacanthus strigilifer";"Long-spined tripodfish";33
"2300300202";"HIQ";"Hippa strigillata";"467833";"exact";"Hippa strigillata";"467833";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Hippidae";"Hippa";"";"strigillata";NA;"Hippa strigillata";"Striated mole crab";44
"3164200219";"TXT";"Tellina strigosa";"225477";"exact";"Tellina strigosa";"225477";"Animalia";"Mollusca";"Bivalvia";"Veneroida";"Tellinidae";"Tellina";"";"strigosa";NA;"Tellina strigosa";"Thin tellin";56
"1510101901";"AGQ";"Aulostomus strigosus";"278081";"exact";"Aulostomus strigosus";"278081";"Animalia";"Chordata";"Actinopterygii";"Syngnathiformes";"Aulostomidae";"Aulostomus";"";"strigosus";NA;"Aulostomus strigosus";"";33
"1700212902";"DEV";"Dermatolepis striolata";"218195";"exact";"Dermatolepis striolata";"218195";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Serranidae";"Dermatolepis";"";"striolata";NA;"Dermatolepis striolata";"Smooth grouper";33
"1706500203";"UUY";"Chlorurus strongylocephalus";"219086";"exact";"Chlorurus strongylocephalus";"219086";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Scaridae";"Chlorurus";"";"strongylocephalus";NA;"Chlorurus strongylocephalus";"Steephead parrotfish";33
"1470101203";"SGY";"Strongylura strongylura";"275986";"exact";"Strongylura strongylura";"275986";"Animalia";"Chordata";"Actinopterygii";"Beloniformes";"Belonidae";"Strongylura";"";"strongylura";NA;"Strongylura strongylura";"Spottail needlefish";37
"1410400701";"GGS";"Gelanoglanis stroudi";"1012399";"exact";NA;"1012399";"Animalia";"Chordata";"Actinopterygii";"Siluriformes";NA;NA;"";NA;NA;"";"";13
"3161102503";"TVT";"Tivela stultorum";"367761";"exact";"Tivela stultorum";"367761";"Animalia";"Mollusca";"Bivalvia";"Veneroida";"Veneridae";"Tivela";"";"stultorum";NA;"Tivela stultorum";"Pismo clam";56
"1170100101";"APU";"Acipenser sturio";"126279";"exact";"Acipenser sturio";"126279";"Animalia";"Chordata";"Actinopterygii";"Acipenseriformes";"Acipenseridae";"Acipenser";"";"sturio";NA;"Acipenser sturio";"Sturgeon";21
"3161100704";"KNU";"Chione stutchburyi";NA;"";"";NA;"";"";"";"";"";"";"";"";NA;"";"Stutchbury's venus";56
"2280101901";"NAY";"Parapenaeopsis stylifera";"210408";"exact";"Parapenaeopsis stylifera";"210408";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Penaeidae";"Parapenaeopsis";"";"stylifera";NA;"Parapenaeopsis stylifera";"Kiddi shrimp";45
"2281200106";"EXY";"Exopalaemon styliferus";"220124";"exact";"Exopalaemon styliferus";"220124";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Palaemonidae";"Exopalaemon";"";"styliferus";NA;"Exopalaemon styliferus";"Roshna prawn";41
"2280100110";"PNS";"Penaeus stylirostris";"584982";"exact";"Penaeus stylirostris";"584982";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Penaeidae";"Penaeus";"";"stylirostris";NA;"Penaeus stylirostris";"Blue shrimp";45
"1431100401";"NSS";"Saurenchelys stylurus";"299716";"exact";"Saurenchelys stylurus";"271918";"Animalia";"Chordata";"Actinopterygii";"Anguilliformes";"Nettastomatidae";"Saurenchelys";"";"stylurus";NA;"Saurenchelys stylurus";"";34
"1400228701";"PDY";"Pseudophoxinus stymphalicus";NA;"";"";NA;"";"";"";"";"";"";"";"";NA;"";"";11
"1700222802";"QZZ";"Rypticus subbifrenatus";"275964";"exact";"Rypticus subbifrenatus";"275964";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Serranidae";"Rypticus";"";"subbifrenatus";NA;"Rypticus subbifrenatus";"Spotted soapfish";33
"1711002801";"UVS";"Ulvaria subbifurcata";"159821";"exact";"Ulvaria subbifurcata";"159821";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Stichaeidae";"Ulvaria";"";"subbifurcata";NA;"Ulvaria subbifurcata";"Radiated shanny";33
"3160400508";"MCL";"Scapharca subcrenata";"743344";"exact";"Scapharca subcrenata";"504361";"Animalia";"Mollusca";"Bivalvia";"Arcoida";"Arcidae";"Scapharca";"";"subcrenata";NA;"Scapharca subcrenata";"Half-crenated ark";56
"3161000901";"TVS";"Stavelia subdistorta";"506190";"exact";"Stavelia subdistorta";"506190";"Animalia";"Mollusca";"Bivalvia";"Mytiloida";"Mytilidae";"Stavelia";"";"subdistorta";NA;"Stavelia subdistorta";"Distorted mussel";54
"3074000102";"FIU";"Ficus subintermedia";"605602";"exact";"Ficus subintermedia";"214982";"Animalia";"Mollusca";"Gastropoda";"Littorinimorpha";"Ficidae";"Ficus";"";"subintermedia";NA;"Ficus subintermedia";"Underlined fig shell";52
"1700206112";"ERB";"Serranus subligarius";"159236";"exact";"Serranus subligarius";"159236";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Serranidae";"Serranus";"";"subligarius";NA;"Serranus subligarius";"Belted sandfish";33
"2283400112";"FES";"Alpheus sublucanus";"210515";"exact";"Alpheus sublucanus";"210544";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Alpheidae";"Alpheus";"";"sublucanus";NA;"Alpheus sublucanus";"Coral snapping shrimp";45
"3160801001";"YKD";"Lyropecten subnodosus";"820164";"exact";"Lyropecten subnodosus";"394383";"Animalia";"Mollusca";"Bivalvia";"Pectinoida";"Pectinidae";"Lyropecten";"";"subnodosus";NA;"Lyropecten subnodosus";"Pacific lion's paw";55
"1320802402";"BNS";"Benthosema suborbitale";"126581";"exact";"Benthosema suborbitale";"126581";"Animalia";"Chordata";"Actinopterygii";"Myctophiformes";"Myctophidae";"Benthosema";"";"suborbitale";NA;"Benthosema suborbitale";"Smallfin lanternfish";34
"5311103501";"DSB";"Dogania subplana";NA;"";"";NA;"";"";"";"";"";"";"";"";NA;"";"Malayan softshell turtle";72
"6940100205";"JTQ";"Bohadschia subrubra";"210770";"exact";"Bohadschia subrubra";"210770";"Animalia";"Echinodermata";"Holothuroidea";"Aspidochirotida";"Holothuriidae";"Bohadschia";"";"subrubra";NA;"Bohadschia subrubra";"";76
"3161100710";"KIS";"Chione subrugosa";NA;"";"";NA;"";"";"";"";"";"";"";"";NA;"";"Semi-rough venus";56
"3162301012";"YKS";"Trachycardium subrugosum";"216408";"exact";"Trachycardium subrugosum";"381337";"Animalia";"Mollusca";"Bivalvia";"Veneroida";"Cardiidae";"Trachycardium";"";"subrugosum";NA;"Trachycardium subrugosum";"Wrinkled cockle";56
"7110100101";"ULQ";"Spirulina subsalsa";"146666";"exact";"Spirulina subsalsa";"146666";"Bacteria";"Cyanobacteria";"Cyanophyceae";"Pseudanabaenales";"Pseudanabaenaceae";"Spirulina";"";"subsalsa";NA;"Spirulina subsalsa";"Sea spirulina";94
"1480600421";"MCS";"Coryphaenoides subserrulatus";"217761";"exact";"Coryphaenoides subserrulatus";"217761";"Animalia";"Chordata";"Actinopterygii";"Gadiformes";"Macrouridae";"Coryphaenoides";"";"subserrulatus";NA;"Coryphaenoides subserrulatus";"Longrayed whiptail";32
"3210200233";"EIW";"Sepia subtenuipes";"342177";"exact";"Sepia subtenuipes";"342177";"Animalia";"Mollusca";"Cephalopoda";"Sepiida";"Sepiidae";"Sepia";"";"subtenuipes";NA;"Sepia subtenuipes";"";57
"1950201301";"NUS";"Nudiantennarius subteres";"281799";"exact";"Nudiantennarius subteres";"281799";"Animalia";"Chordata";"Actinopterygii";"Lophiiformes";"Antennariidae";"Nudiantennarius";"";"subteres";NA;"Nudiantennarius subteres";"Deep-water frogfish";33
"1590300501";"TYS";"Typhlichthys subterraneus";"1015002";"exact";NA;"1015002";"Animalia";"Chordata";"Actinopterygii";"Percopsiformes";NA;NA;"";NA;NA;"";"Southern cavefish";13
"2280100133";"PNU";"Penaeus subtilis";"762829";"exact";"Penaeus subtilis";"762829";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Penaeidae";"Penaeus";"";"subtilis";NA;"Penaeus subtilis";"Southern brown shrimp";45
"1100401002";"RNU";"Notoraja subtilispinosa";"315063";"exact";"Notoraja subtilispinosa";"281181";"Animalia";"Chordata";"Elasmobranchii";"Rajiformes";"Arhynchobatidae";"Notoraja";"";"subtilispinosa";NA;"Notoraja subtilispinosa";"";38
"3162403903";"EQU";"Mesodesma subtriangulatum";NA;"";"";NA;"";"";"";"";"";"";"";"";NA;"";"Tuatua wedge clam";56
"3161202006";"ULT";"Spisula subtruncata";"140302";"exact";"Spisula subtruncata";"140302";"Animalia";"Mollusca";"Bivalvia";"Veneroida";"Mactridae";"Spisula";"";"subtruncata";NA;"Spisula subtruncata";"Subtruncate surf clam";56
"3163600102";"BQS";"Barnea subtruncata";"506981";"exact";"Barnea subtruncata";"506981";"Animalia";"Mollusca";"Bivalvia";"Myoida";"Pholadidae";"Barnea";"";"subtruncata";NA;"Barnea subtruncata";"Pacific mud piddock";56
"3074600103";"BQQ";"Terebra subulata";"208080";"exact";"Terebra subulata";"208080";"Animalia";"Mollusca";"Gastropoda";"Neogastropoda";"Terebridae";"Terebra";"";"subulata";NA;"Terebra subulata";"Subulate auger";52
"3210401301";"OUL";"Alloteuthis subulata";"153131";"exact";"Alloteuthis subulata";"153131";"Animalia";"Mollusca";"Cephalopoda";"Myopsida";"Loliginidae";"Alloteuthis";"";"subulata";NA;"Alloteuthis subulata";"European common squid";57
"1650100218";"LZI";"Chelon subviridis";"303798";"exact";"Chelon subviridis";"218881";"Animalia";"Chordata";"Actinopterygii";"Mugiliformes";"Mugilidae";"Chelon";"";"subviridis";NA;"Chelon subviridis";"Greenback mullet";33
"1400600701";"PSI";"Psilorhynchus sucatio";"1022789";"exact";NA;"1022789";"Animalia";"Chordata";"Actinopterygii";"Cypriniformes";NA;NA;"";NA;NA;"";"";11
"1400112901";"ERU";"Erimyzon sucetta";"159991";"exact";"Erimyzon sucetta";"159991";"Animalia";"Chordata";"Actinopterygii";"Cypriniformes";"Catostomidae";"Erimyzon";"";"sucetta";NA;"Erimyzon sucetta";"Lake chubsucker";11
"1090100709";"QYW";"Squalus suckleyi";"299224";"exact";"Squalus suckleyi";"299224";"Animalia";"Chordata";"Elasmobranchii";"Squaliformes";"Squalidae";"Squalus";"";"suckleyi";NA;"Squalus suckleyi";"Spotted spiny dogfish";38
"1700011205";"FJR";"Caesio suevica";"219993";"exact";"Caesio suevica";"219993";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Caesionidae";"Caesio";"";"suevica";NA;"Caesio suevica";"Suez fusilier";33
"1901000403";"CZT";"Canthidermis sufflamen";"127399";"exact";"Canthidermis sufflamen";"127399";"Animalia";"Chordata";"Actinopterygii";"Tetraodontiformes";"Balistidae";"Canthidermis";"";"sufflamen";NA;"Canthidermis sufflamen";"Ocean triggerfish";33
"1080103406";"CPH";"Cephaloscyllium sufflans";"217637";"exact";"Cephaloscyllium sufflans";"217637";"Animalia";"Chordata";"Elasmobranchii";"Carcharhiniformes";"Scyliorhinidae";"Cephaloscyllium";"";"sufflans";NA;"Cephaloscyllium sufflans";"Balloon shark";38
"1101300217";"RUX";"Urolophus sufflavus";"283110";"exact";"Urolophus sufflavus";"283110";"Animalia";"Chordata";"Elasmobranchii";"Rajiformes";"Urolophidae";"Urolophus";"";"sufflavus";NA;"Urolophus sufflavus";"Yellowback stingaree";38
"3160600609";"IKS";"Pinctada sugillata";"596390";"exact";"Pinctada sugillata";"596390";"Animalia";"Mollusca";"Bivalvia";"Pterioida";"Pteriidae";"Pinctada";"";"sugillata";NA;"Pinctada sugillata";"Fringed pearl oyster";81
"2294400102";"UEB";"Stereomastis suhmi";"383000";"exact";"Stereomastis suhmi";"383000";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Polychelidae";"Stereomastis";"";"suhmi";NA;"Stereomastis suhmi";"";43
"2294200412";"NFM";"Nephropsis suhmi";"241296";"exact";"Nephropsis suhmi";"241296";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Nephropidae";"Nephropsis";"";"suhmi";NA;"Nephropsis suhmi";"Red and white lobsterette";43
"1703620922";"PKK";"Pomadasys suillus";"273515";"exact";"Pomadasys suillus";"273515";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Haemulidae";"Pomadasys";"";"suillus";NA;"Pomadasys suillus";"";33
"3210200254";"WSU";"Sepia sulcata";"342178";"exact";"Sepia sulcata";"342178";"Animalia";"Mollusca";"Cephalopoda";"Sepiida";"Sepiidae";"Sepia";"";"sulcata";NA;"Sepia sulcata";"Grooved cuttlefish";57
"6190300201";"NOW";"Anemonia sulcata";"231858";"exact";"Anemonia sulcata";"231858";"Animalia";"Cnidaria";"Anthozoa";"Actiniaria";"Actiniidae";"Anemonia";"";"sulcata";NA;"Anemonia sulcata";"Snakelocks anemone";82
"3072100402";"TBX";"Terebralia sulcata";"216724";"exact";"Terebralia sulcata";"216724";"Animalia";"Mollusca";"Gastropoda";"[unassigned] Caenogastropoda";"Potamididae";"Terebralia";"";"sulcata";NA;"Terebralia sulcata";"Sulcate swamp cerith";52
"2294200413";"NFL";"Nephropsis sulcata";"246173";"exact";"Nephropsis sulcata";"246173";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Nephropidae";"Nephropsis";"";"sulcata";NA;"Nephropsis sulcata";"Grooved lobsterette";43
"2310100108";"KPS";"Calappa sulcata";"394994";"exact";"Calappa sulcata";"394994";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Calappidae";"Calappa";"";"sulcata";NA;"Calappa sulcata";"Yellow box crab";42
"2280900106";"YAU";"Atya sulcatipes";"586057";"exact";"Atya sulcatipes";"586055";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Atyidae";"Atya";"";"sulcatipes";NA;"Atya sulcatipes";"Ekusa shrimp";41
"2311300402";"RMS";"Sesarma sulcatum";"444686";"exact";"Sesarma sulcatum";"444686";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Sesarmidae";"Sesarma";"";"sulcatum";NA;"Sesarma sulcatum";"Hairy matchbox crab";42
"6960903701";"SSG";"Microcosmus sulcatus";"156240";"exact";"Microcosmus sulcatus";"103846";"Animalia";"Chordata";"Ascidiacea";"Stolidobranchia";"Pyuridae";"Microcosmus";"";"sulcatus";NA;"Microcosmus sulcatus";"Grooved sea squirt";74
"1480601901";"TNS";"Trachonurus sulcatus";"158745";"exact";"Trachonurus sulcatus";"158745";"Animalia";"Chordata";"Actinopterygii";"Gadiformes";"Macrouridae";"Trachonurus";"";"sulcatus";NA;"Trachonurus sulcatus";"Bristly grenadier";32
"1411301401";"PDU";"Pseudecheneis sulcatus";"1022207";"near_2";NA;"1022207";"Animalia";"Chordata";"Actinopterygii";"Siluriformes";"Sisoridae";NA;"";"sulcata";NA;"";"";13
"3160800310";"PSU";"Pecten sulcicostatus";"214919";"exact";"Pecten sulcicostatus";"214919";"Animalia";"Mollusca";"Bivalvia";"Pectinoida";"Pectinidae";"Pecten";"";"sulcicostatus";NA;"Pecten sulcicostatus";"Groovesided scallop";55
"3072300204";"OSZ";"Tonna sulcosa";"208013";"exact";"Tonna sulcosa";"208013";"Animalia";"Mollusca";"Gastropoda";"Littorinimorpha";"Tonnidae";"Tonna";"";"sulcosa";NA;"Tonna sulcosa";"Banded tun";52
"1704125103";"UPS";"Upeneus sulphureus";"218690";"exact";"Upeneus sulphureus";"218690";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Mullidae";"Upeneus";"";"sulphureus";NA;"Upeneus sulphureus";"Sulphur goatfish";33
"2280101626";"MSW";"Metapenaeus suluensis";"377543";"exact";"Metapenaeus suluensis";"377543";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Penaeidae";"Metapenaeus";"";"suluensis";NA;"Metapenaeus suluensis";"Sulu shrimp";45
"1732124701";"TKS";"Trypauchenichthys sumatrensis";"283066";"exact";"Trypauchenichthys sumatrensis";"283066";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Gobiidae";"Trypauchenichthys";"";"sumatrensis";NA;"Trypauchenichthys sumatrensis";"";13
"1700204285";"EWS";"Epinephelus summana";"218238";"exact";"Epinephelus summana";"218238";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Serranidae";"Epinephelus";"";"summana";NA;"Epinephelus summana";"Summan grouper";33
"1704125104";"UPU";"Upeneus sundaicus";"273673";"exact";"Upeneus sundaicus";"273673";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Mullidae";"Upeneus";"";"sundaicus";NA;"Upeneus sundaicus";"Ochrebanded goatfish";33
"2260100501";"KRI";"Euphausia superba";"236217";"exact";"Euphausia superba";"236217";"Animalia";"Arthropoda";"Malacostraca";"Euphausiacea";"Euphausiidae";"Euphausia";"";"superba";NA;"Euphausia superba";"Antarctic krill";46
"1060600603";"BTH";"Alopias superciliosus";"105835";"exact";"Alopias superciliosus";"105835";"Animalia";"Chordata";"Elasmobranchii";"Lamniformes";"Alopiidae";"Alopias";"";"superciliosus";NA;"Alopias superciliosus";"Bigeye thresher";38
"1780900302";"GMK";"Grammoplites suppositus";"218139";"exact";"Grammoplites suppositus";"218139";"Animalia";"Chordata";"Actinopterygii";"Scorpaeniformes";"Platycephalidae";"Grammoplites";"";"suppositus";NA;"Grammoplites suppositus";"Spotfin flathead";33
"1320800103";"DBF";"Bolinichthys supralateralis";"126583";"exact";"Bolinichthys supralateralis";"126583";"Animalia";"Chordata";"Actinopterygii";"Myctophiformes";"Myctophidae";"Bolinichthys";"";"supralateralis";NA;"Bolinichthys supralateralis";"Stubby lanternfish";34
"3074500103";"KNE";"Conus suratensis";"428375";"exact";"Conus suratensis";"428375";"Animalia";"Mollusca";"Gastropoda";"Neogastropoda";"Conidae";"Conus";"";"suratensis";NA;"Conus suratensis";"Suratan cone";52
"1705930802";"ETS";"Etroplus suratensis";"280728";"exact";"Etroplus suratensis";"280728";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Cichlidae";"Etroplus";"";"suratensis";NA;"Etroplus suratensis";"Pearlspot";12
"1930100202";"TFB";"Batrachoides surinamensis";"278668";"exact";"Batrachoides surinamensis";"278668";"Animalia";"Chordata";"Actinopterygii";"Batrachoidiformes";"Batrachoididae";"Batrachoides";"";"surinamensis";NA;"Batrachoides surinamensis";"Pacuma toadfish";33
"3210400121";"OJM";"Loligo surinamensis";"341893";"exact";"Loligo surinamensis";"574542";"Animalia";"Mollusca";"Cephalopoda";"Myopsida";"Loliginidae";"Loligo";"";"surinamensis";NA;"Loligo surinamensis";"Surinam squid";57
"1703720507";"LGN";"Plagioscion surinamensis";"282268";"exact";"Plagioscion surinamensis";"282268";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Sciaenidae";"Plagioscion";"";"surinamensis";NA;"Plagioscion surinamensis";"Pacora";13
"1703402901";"LOB";"Lobotes surinamensis";"126973";"exact";"Lobotes surinamensis";"126973";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Lobotidae";"Lobotes";"";"surinamensis";NA;"Lobotes surinamensis";"Tripletail";34
"1703602006";"HNU";"Anisotremus surinamensis";"279623";"exact";"Anisotremus surinamensis";"279623";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Haemulidae";"Anisotremus";"";"surinamensis";NA;"Anisotremus surinamensis";"Black margate";33
"2281202356";"BJQ";"Macrobrachium surinamicum";"587577";"exact";"Macrobrachium surinamicum";"587577";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Palaemonidae";"Macrobrachium";"";"surinamicum";NA;"Macrobrachium surinamicum";"Suriname river prawn";41
"1704100701";"MUR";"Mullus surmuletus";"126986";"exact";"Mullus surmuletus";"126986";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Mullidae";"Mullus";"";"surmuletus";NA;"Mullus surmuletus";"Surmullet";33
"1740700121";"IUU";"Siganus sutor";"219688";"exact";"Siganus sutor";"219688";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Siganidae";"Siganus";"";"sutor";NA;"Siganus sutor";"Shoemaker spinefoot";33
"1170100403";"QAN";"Scaphirhynchus suttkusi";"282668";"exact";"Scaphirhynchus suttkusi";"282668";"Animalia";"Chordata";"Actinopterygii";"Acipenseriformes";"Acipenseridae";"Scaphirhynchus";"";"suttkusi";NA;"Scaphirhynchus suttkusi";"Alabama sturgeon";21
"1470402305";"ECJ";"Cheilopogon suttoni";"217859";"exact";"Cheilopogon suttoni";"217859";"Animalia";"Chordata";"Actinopterygii";"Beloniformes";"Exocoetidae";"Cheilopogon";"";"suttoni";NA;"Cheilopogon suttoni";"Sutton's flyingfish";37
"1230100801";"SVS";"Salvethymus svetovidovi";"1011402";"exact";NA;"1011402";"Animalia";"Chordata";"Actinopterygii";"Salmoniformes";"Salmonidae";NA;"";"svetovidovi";NA;"";"Long-finned charr";23
