SpecWormsCode;SpecWormsScientificName;WormsCodeType;SpecFAOCode;SpecFAOScientificName;FAOCodeType
126398;Diretmus argenteus;SpecWoRMS;DUU;Diretmus argenteus;SpecASFIS
126406;Cetostoma regani;SpecWoRMS;CJR;Cetostoma regani;SpecASFIS
126431;Bregmaceros atlanticus;SpecWoRMS;BMA;Bregmaceros atlanticus;SpecASFIS
126483;Melanonus zugmayeri;SpecWoRMS;MZY;Melanonus zugmayeri;SpecASFIS
126526;Stylephorus chordatus;SpecWoRMS;LSC;Stylephorus chordatus;SpecASFIS
126583;Bolinichthys supralateralis;SpecWoRMS;DBF;Bolinichthys supralateralis;SpecASFIS
126586;Ceratoscopelus warmingii;SpecWoRMS;NCV;Ceratoscopelus warmingii;SpecASFIS
126590;Diaphus dumerilii;SpecWoRMS;DPU;Diaphus dumerilii;SpecASFIS
126592;Diaphus holti;SpecWoRMS;DPO;Diaphus holti;SpecASFIS
126594;Diaphus metopoclampus;SpecWoRMS;DPP;Diaphus metopoclampus;SpecASFIS
126595;Diaphus mollis;SpecWoRMS;DPI;Diaphus mollis;SpecASFIS
126596;Diaphus rafinesquii;SpecWoRMS;DPF;Diaphus rafinesquii;SpecASFIS
126599;Diogenichthys atlanticus;SpecWoRMS;DGA;Diogenichthys atlanticus;SpecASFIS
126601;Gonichthys cocco;SpecWoRMS;FZZ;Gonichthys cocco;SpecASFIS
126602;Hygophum benoiti;SpecWoRMS;HYB;Hygophum benoiti;SpecASFIS
126603;Hygophum hygomii;SpecWoRMS;HHV;Hygophum hygomii;SpecASFIS
126604;Hygophum reinhardtii;SpecWoRMS;IAW;Hygophum reinhardtii;SpecASFIS
126605;Hygophum taaningi;SpecWoRMS;IBD;Hygophum taaningi;SpecASFIS
126608;Lampadena speculigera;SpecWoRMS;LDS;Lampadena speculigera;SpecASFIS
126610;Lampanyctus alatus;SpecWoRMS;LPL;Lampanyctus alatus;SpecASFIS
126612;Lampanyctus crocodilus;SpecWoRMS;LYD;Lampanyctus crocodilus;SpecASFIS
126614;Lampanyctus festivus;SpecWoRMS;LYF;Lampanyctus festivus;SpecASFIS
126615;Lampanyctus intricarius;SpecWoRMS;LYI;Lampanyctus intricarius;SpecASFIS
126617;Lampanyctus macdonaldi;SpecWoRMS;LYO;Lampanyctus macdonaldi;SpecASFIS
126618;Lampanyctus photonotus;SpecWoRMS;LYP;Lampanyctus photonotus;SpecASFIS
126619;Lampanyctus pusillus;SpecWoRMS;LYJ;Lampanyctus pusillus;SpecASFIS
126620;Lepidophanes gaussi;SpecWoRMS;LHG;Lepidophanes gaussi;SpecASFIS
126621;Lepidophanes guentheri;SpecWoRMS;JHC;Lepidophanes guentheri;SpecASFIS
126628;Myctophum selenops;SpecWoRMS;MMY;Myctophum selenops;SpecASFIS
126629;Notolychnus valdiviae;SpecWoRMS;NOV;Notolychnus valdiviae;SpecASFIS
126630;Symbolophorus veranyi;SpecWoRMS;SVW;Symbolophorus veranyi;SpecASFIS
126631;Taaningichthys bathyphilus;SpecWoRMS;TAY;Taaningichthys bathyphilus;SpecASFIS
126632;Taaningichthys minimus;SpecWoRMS;UAC;Taaningichthys minimus;SpecASFIS
126636;Scopelengys tristis;SpecWoRMS;SYJ;Scopelengys tristis;SpecASFIS
126680;Parabrotula plagiophthalma;SpecWoRMS;PBP;Parabrotula plagiophthalma;SpecASFIS
126707;Photostylus pycnopterus;SpecWoRMS;PHP;Photostylus pycnopterus;SpecASFIS
126714;Xenodermichthys copei;SpecWoRMS;AXC;Xenodermichthys copei;SpecASFIS
126719;Bathylagus euryops;SpecWoRMS;BBE;Bathylagus euryops;SpecASFIS
126724;Microstoma microstoma;SpecWoRMS;MMI;Microstoma microstoma;SpecASFIS
126733;Opisthoproctus soleatus;SpecWoRMS;OOL;Opisthoproctus soleatus;SpecASFIS
126738;Barbantus curvifrons;SpecWoRMS;PBC;Barbantus curvifrons;SpecASFIS
126739;Holtbyrnia anomala;SpecWoRMS;PHN;Holtbyrnia anomala;SpecASFIS
126740;Holtbyrnia macrops;SpecWoRMS;QBC;Holtbyrnia macrops;SpecASFIS
126742;Maulisia mauli;SpecWoRMS;QBD;Maulisia mauli;SpecASFIS
126745;Normichthys operosus;SpecWoRMS;PMO;Normichthys operosus;SpecASFIS
126749;Searsia koefoedi;SpecWoRMS;PSO;Searsia koefoedi;SpecASFIS
126833;Schedophilus medusophagus;SpecWoRMS;HVU;Schedophilus medusophagus;SpecASFIS
126840;Chiasmodon niger;SpecWoRMS;CVN;Chiasmodon niger;SpecASFIS
126857;Epigonus denticulatus;SpecWoRMS;EGD;Epigonus denticulatus;SpecASFIS
126861;Diplospinus multistriatus;SpecWoRMS;DLT;Diplospinus multistriatus;SpecASFIS
126990;Cubiceps gracilis;SpecWoRMS;CBG;Cubiceps gracilis;SpecASFIS
127120;Melanostigma atlanticum;SpecWoRMS;MTC;Melanostigma atlanticum;SpecASFIS
127165;Eurypharynx pelecanoides;SpecWoRMS;SEX;Eurypharynx pelecanoides;SpecASFIS
127222;Paraliparis bathybius;SpecWoRMS;PBY;Paraliparis bathybius;SpecASFIS
127231;Rhodichthys regina;SpecWoRMS;RIR;Rhodichthys regina;SpecASFIS
127268;Melamphaes microps;SpecWoRMS;MWM;Melamphaes microps;SpecASFIS
127273;Poromitra crassiceps;SpecWoRMS;PMC;Poromitra crassiceps;SpecASFIS
127278;Scopelogadus beanii;SpecWoRMS;SBN;Scopelogadus beanii;SpecASFIS
127281;Bonapartia pedaliota;SpecWoRMS;BPO;Bonapartia pedaliota;SpecASFIS
127292;Diplophos taenia;SpecWoRMS;DPT;Diplophos taenia;SpecASFIS
127295;Gonostoma denudatum;SpecWoRMS;GSD;Gonostoma denudatum;SpecASFIS
127297;Margrethia obtusirostra;SpecWoRMS;MTO;Margrethia obtusirostra;SpecASFIS
127298;Ichthyococcus ovatus;SpecWoRMS;IHO;Ichthyococcus ovatus;SpecASFIS
127302;Vinciguerria attenuata;SpecWoRMS;VIA;Vinciguerria attenuata;SpecASFIS
127303;Vinciguerria nimbaria;SpecWoRMS;VII;Vinciguerria nimbaria;SpecASFIS
127304;Vinciguerria poweriae;SpecWoRMS;VIP;Vinciguerria poweriae;SpecASFIS
127313;Polyipnus polli;SpecWoRMS;QBL;Polyipnus polli;SpecASFIS
127316;Valenciennellus tripunctulatus;SpecWoRMS;VAT;Valenciennellus tripunctulatus;SpecASFIS
127322;Astronesthes gemmifer;SpecWoRMS;AEG;Astronesthes gemmifer;SpecASFIS
127324;Astronesthes leucopogon;SpecWoRMS;AEO;Astronesthes leucopogon;SpecASFIS
127326;Astronesthes micropogon;SpecWoRMS;ICY;Astronesthes micropogon;SpecASFIS
127328;Astronesthes niger;SpecWoRMS;AHR;Astronesthes niger;SpecASFIS
127332;Bathophilus pawneei;SpecWoRMS;DBP;Bathophilus pawneei;SpecASFIS
127334;Borostomias antarcticus;SpecWoRMS;BRT;Borostomias antarcticus;SpecASFIS
127335;Borostomias elucens;SpecWoRMS;DBR;Borostomias elucens;SpecASFIS
127337;Chauliodus danae;SpecWoRMS;CUD;Chauliodus danae;SpecASFIS
127338;Chauliodus sloani;SpecWoRMS;CDN;Chauliodus sloani;SpecASFIS
127351;Flagellostomias boureei;SpecWoRMS;FGU;Flagellostomias boureei;SpecASFIS
127354;Idiacanthus fasciola;SpecWoRMS;IDF;Idiacanthus fasciola;SpecASFIS
127358;Malacosteus niger;SpecWoRMS;MCN;Malacosteus niger;SpecASFIS
127372;Photostomias guernei;SpecWoRMS;PUE;Photostomias guernei;SpecASFIS
127374;Stomias boa;SpecWoRMS;SBB;Stomias boa;SpecASFIS
137233;Salpa;SpecWoRMS;QHS;Salpa spp;SpecASFIS
138848;Bathyteuthis abyssicola;SpecWoRMS;YHA;Bathyteuthis abyssicola;SpecASFIS
139422;Bathothauma lyromma;SpecWoRMS;ZBL;Bathothauma lyromma;SpecASFIS
139428;Taonius pavo;SpecWoRMS;ZTP;Taonius pavo;SpecASFIS
140111;Histioteuthis bonnellii;SpecWoRMS;HQB;Histioteuthis bonnellii;SpecASFIS
140112;Histioteuthis corona;SpecWoRMS;HQC;Histioteuthis corona;SpecASFIS
141548;Spirula spirula;SpecWoRMS;RKS;Spirula spirula;SpecASFIS
141887;Vampyroteuthis infernalis;SpecWoRMS;VYI;Vampyroteuthis infernalis;SpecASFIS
156452;Themisto libellula;SpecWoRMS;IWI;Themisto libellula;SpecASFIS
157031;Pyroteuthis margaritifera;SpecWoRMS;YRM;Pyroteuthis margaritifera;SpecASFIS
158723;Holtbyrnia innesi;SpecWoRMS;QBB;Holtbyrnia innesi;SpecASFIS
158736;Stomias affinis;SpecWoRMS;QZY;Stomias affinis;SpecASFIS
158843;Astronesthes richardsoni;SpecWoRMS;IDD;Astronesthes richardsoni;SpecASFIS
158900;Lobianchia dofleini;SpecWoRMS;LNF;Lobianchia dofleini;SpecASFIS
158901;Lobianchia gemellarii;SpecWoRMS;JHD;Lobianchia gemellarii;SpecASFIS
158909;Nannobrachium atrum;SpecWoRMS;LPY;Nannobrachium atrum;SpecASFIS
158913;Notoscopelus bolini;SpecWoRMS;NOO;Notoscopelus bolini;SpecASFIS
158914;Notoscopelus caudispinosus;SpecWoRMS;OWO;Notoscopelus caudispinosus;SpecASFIS
158916;Notoscopelus resplendens;SpecWoRMS;OWN;Notoscopelus resplendens;SpecASFIS
159067;Brotula barbata;SpecWoRMS;BRD;Brotula barbata;SpecASFIS
181381;Histioteuthis reversa;SpecWoRMS;HQS;Histioteuthis reversa;SpecASFIS
217720;Symbolophorus barnardi;SpecWoRMS;SMP;Symbolophorus barnardi;SpecASFIS
219745;Cubiceps baxteri;SpecWoRMS;UBB;Cubiceps baxteri;SpecASFIS
275008;Aristostomias xenostoma;SpecWoRMS;QBO;Aristostomias xenostoma;SpecASFIS
275058;Chauliodus schmidti;SpecWoRMS;CVS;Chauliodus schmidti;SpecASFIS
275180;Stomias lampropeltis;SpecWoRMS;QZT;Stomias lampropeltis;SpecASFIS
275830;Gigantura chuni;SpecWoRMS;GGH;Gigantura chuni;SpecASFIS
398363;Sigmops bathyphilus;SpecWoRMS;GQZ;Sigmops bathyphilus;SpecASFIS
863613;Gonostomatidae;SpecWoRMS;BRI;Gonostomatidae;SpecASFIS
883;Polychaeta;SpecWoRMS;WOR;Polychaeta;SpecASFIS
126361;Paralepis coregonoides;SpecWoRMS;PIR;Paralepis coregonoides;SpecASFIS
107264;Paromola cuvieri;SpecWoRMS;OLV;Paromola cuvieri;SpecASFIS
107387;Liocarcinus depurator;SpecWoRMS;IOD;Liocarcinus depurator;SpecASFIS
123920;Luidia ciliaris;SpecWoRMS;DTH;Luidia ciliaris;SpecASFIS
124535;Parastichopus tremulus;SpecWoRMS;TVK;Parastichopus tremulus;SpecASFIS
106738;Paguridae;SpecWoRMS;CZM;Paguridae;SpecASFIS
107643;Dichelopandalus bonnieri;SpecWoRMS;DKB;Dichelopandalus bonnieri;SpecASFIS
126068;Epinephelus;SpecWoRMS;GPX;Epinephelus;SpecASFIS
137250;Pyrosoma atlanticum;SpecWoRMS;QBJ;Pyrosoma atlanticum;SpecASFIS
140598;Bathypolypus sponsalis;SpecWoRMS;YYS;Bathypolypus sponsalis;SpecASFIS
149898;Parastichopus regalis;SpecWoRMS;JCR;Parastichopus regalis;SpecASFIS
273960;Dentex canariensis;SpecWoRMS;DEN;Dentex canariensis;SpecASFIS
882;Annelida;SpecWoRMS;NHE;Annelida;SpecASFIS
105918;Scymnodon ringens;SpecWoRMS;SYR;Scymnodon ringens;SpecASFIS
107274;Atelecyclus undecimdentatus;SpecWoRMS;IGZ;Atelecyclus undecimdentatus;SpecASFIS
107660;Plesionika heterocarpus;SpecWoRMS;LKO;Plesionika heterocarpus;SpecASFIS
123081;Crinoidea;SpecWoRMS;CWD;Crinoidea;SpecASFIS
123121;Asteriidae;SpecWoRMS;FDH;Asteriidae;SpecASFIS
126811;Naucrates ductor;SpecWoRMS;NAU;Naucrates ductor;SpecASFIS
126880;Deltentosteus quadrimaculatus;SpecWoRMS;DEQ;Deltentosteus quadrimaculatus;SpecASFIS
127013;Umbrina ronchus;SpecWoRMS;UMO;Umbrina ronchus;SpecASFIS
127050;Diplodus bellottii;SpecWoRMS;DHQ;Diplodus bellottii;SpecASFIS
140780;Pinna nobilis;SpecWoRMS;PQB;Pinna nobilis;SpecASFIS
141907;Chamelea gallina;SpecWoRMS;SVE;Chamelea gallina;SpecASFIS
398306;Neoraja iberica;SpecWoRMS;UKM;Neoraja iberica;SpecASFIS
129840;Aphrodita aculeata;SpecWoRMS;AKW;Aphrodita aculeata;SpecASFIS
125508;Argentinidae;SpecWoRMS;JXX;Argentinidae;SpecASFIS
124373;Brissopsis lyrifera;SpecWoRMS;ZDG;Brissopsis lyrifera;SpecASFIS
138899;Colus gracilis;SpecWoRMS;JIR;Colus gracilis;SpecASFIS
123803;Marthasterias glacialis;SpecWoRMS;DSC;Marthasterias glacialis;SpecASFIS
107400;Portumnus latipes;SpecWoRMS;UML;Portumnus latipes;SpecASFIS
106210;Semibalanus balanoides;SpecWoRMS;BXL;Semibalanus balanoides;SpecASFIS
141454;Sepiola atlantica;SpecWoRMS;IOT;Sepiola atlantica;SpecASFIS
281953;Oxyconger leptognathus;SpecWoRMS;MOT;Oxyconger leptognathus;SpecASFIS
127103;Lycodes esmarkii;SpecWoRMS;LXK;Lycodes esmarkii;SpecASFIS
233942;Acipenser baerii;SpecWoRMS;APB;Acipenser baerii;SpecASFIS
127027;Thunnus albacares;SpecWoRMS;YFT;Thunnus albacares;SpecASFIS
126233;Mola;SpecWoRMS;MOP;Mola;SpecASFIS
105840;Isurus paucus;SpecWoRMS;LMA;Isurus paucus;SpecASFIS
138297;Crassostrea;SpecWoRMS;OYC;Crassostrea;SpecASFIS
105826;Hydrolagus mirabilis;SpecWoRMS;CYH;Hydrolagus mirabilis;SpecASFIS
106737;Lithodidae;SpecWoRMS;KCX;Lithodidae;SpecASFIS
105807;Apristurus laurussonii;SpecWoRMS;APQ;Apristurus laurussonii;SpecASFIS
125539;Istiophoridae;SpecWoRMS;BIL;Istiophoridae;SpecASFIS
410351;Doryteuthis (Amerigo) gahi ;SpecWoRMS;SQP;Loligo gahi ;SpecASFIS
127014;Acanthocybium solandri;SpecWoRMS;WAH;Acanthocybium solandri;SpecASFIS
234751;Patagonotothen brevicauda;SpecWoRMS;NOT;Patagonotothen brevicauda;SpecASFIS
272455;Merluccius hubbsi;SpecWoRMS;HKP;Merluccius hubbsi;SpecASFIS
278702;Genypterus blacodes;SpecWoRMS;CUS;Genypterus blacodes;SpecASFIS
272449;Macruronus magellanicus;SpecWoRMS;GRM;Macruronus magellanicus;SpecASFIS
282654;Salilota australis;SpecWoRMS;SAO;Salilota australis;SpecASFIS
126863;Lepidocybium flavobrunneum;SpecWoRMS;LEC;Lepidocybium flavobrunneum;SpecASFIS
712905;Istiompax indica;SpecWoRMS;BLM;Istiompax indica;SpecASFIS
11014;Perciformes;SpecWoRMS;PPX;Perciformes;SpecASFIS
154659;Ariidae;SpecWoRMS;CAX;Ariidae;SpecASFIS
126950;Makaira nigricans;SpecWoRMS;BUM;Makaira nigricans;SpecASFIS
234033;Carassius gibelio;SpecWoRMS;CWG;Carassius gibelio;SpecASFIS
137117;Phocoena phocoena;SpecWoRMS;PHR;Phocoena phocoena;SpecASFIS
127101;Lycenchelys sarsii;SpecWoRMS;YVS;Lycenchelys sarsii;SpecASFIS
138802;Arctica islandica;SpecWoRMS;CLQ;Arctica islandica;SpecASFIS
140744;Philine aperta;SpecWoRMS;FPT;Philine aperta;SpecASFIS
107613;Palaemon adspersus;SpecWoRMS;PAA;Palaemon adspersus;SpecASFIS
107345;Macropodia rostrata;SpecWoRMS;IFS;Macropodia rostrata;SpecASFIS
126768;Lipophrys pholis;SpecWoRMS;JPH;Lipophrys pholis;SpecASFIS
234519;Liparidae;SpecWoRMS;LPX;Liparidae;SpecASFIS
125476;Gasterosteidae;SpecWoRMS;GHZ;Gasterosteidae;SpecASFIS
125590;Cyclopteridae;SpecWoRMS;ZLS;Cyclopteridae;SpecASFIS
136979;Balaenopteridae;SpecWoRMS;BAE;Balaenopteridae;SpecASFIS
136980;Delphinidae;SpecWoRMS;DLP;Delphinidae;SpecASFIS
137086;Balaena mysticetus;SpecWoRMS;BMY;Balaena mysticetus;SpecASFIS
137087;Balaenoptera acutorostrata;SpecWoRMS;MIW;Balaenoptera acutorostrata;SpecASFIS
137088;Balaenoptera borealis;SpecWoRMS;SIW;Balaenoptera borealis;SpecASFIS
137089;Balaenoptera edeni;SpecWoRMS;BRW;Balaenoptera edeni;SpecASFIS
137090;Balaenoptera musculus;SpecWoRMS;BLW;Balaenoptera musculus;SpecASFIS
137091;Balaenoptera physalus;SpecWoRMS;FIW;Balaenoptera physalus;SpecASFIS
137092;Megaptera novaeangliae;SpecWoRMS;HUW;Megaptera novaeangliae;SpecASFIS
137094;Delphinus delphis;SpecWoRMS;DCO;Delphinus delphis;SpecASFIS
137095;Feresa attenuata;SpecWoRMS;KPW;Feresa attenuata;SpecASFIS
137096;Globicephala macrorhynchus;SpecWoRMS;SHW;Globicephala macrorhynchus;SpecASFIS
137097;Globicephala melas;SpecWoRMS;PIW;Globicephala melas;SpecASFIS
137098;Grampus griseus;SpecWoRMS;DRR;Grampus griseus;SpecASFIS
137099;Lagenodelphis hosei;SpecWoRMS;FRD;Lagenodelphis hosei;SpecASFIS
137100;Lagenorhynchus acutus;SpecWoRMS;DWH;Lagenorhynchus acutus;SpecASFIS
137101;Lagenorhynchus albirostris;SpecWoRMS;BWD;Lagenorhynchus albirostris;SpecASFIS
137102;Orcinus orca;SpecWoRMS;KIW;Orcinus orca;SpecASFIS
137103;Peponocephala electra;SpecWoRMS;MEW;Peponocephala electra;SpecASFIS
137104;Pseudorca crassidens;SpecWoRMS;FAW;Pseudorca crassidens;SpecASFIS
137105;Stenella attenuata;SpecWoRMS;DPN;Stenella attenuata;SpecASFIS
137106;Stenella clymene;SpecWoRMS;DCL;Stenella clymene;SpecASFIS
137107;Stenella coeruleoalba;SpecWoRMS;DST;Stenella coeruleoalba;SpecASFIS
137108;Stenella frontalis;SpecWoRMS;DSA;Stenella frontalis;SpecASFIS
137109;Stenella longirostris;SpecWoRMS;DSI;Stenella longirostris;SpecASFIS
137110;Steno bredanensis;SpecWoRMS;RTD;Steno bredanensis;SpecASFIS
137111;Tursiops truncatus;SpecWoRMS;DBO;Tursiops truncatus;SpecASFIS
137112;Eschrichtius robustus;SpecWoRMS;GRW;Eschrichtius robustus;SpecASFIS
137113;Kogia breviceps;SpecWoRMS;PYW;Kogia breviceps;SpecASFIS
137115;Delphinapterus leucas;SpecWoRMS;BEL;Delphinapterus leucas;SpecASFIS
137116;Monodon monoceros;SpecWoRMS;NAR;Monodon monoceros;SpecASFIS
137119;Physeter macrocephalus;SpecWoRMS;SPW;Physeter macrocephalus;SpecASFIS
137121;Mesoplodon bidens;SpecWoRMS;BWW;Mesoplodon bidens;SpecASFIS
137122;Mesoplodon densirostris;SpecWoRMS;BBW;Mesoplodon densirostris;SpecASFIS
137123;Mesoplodon europaeus;SpecWoRMS;BGW;Mesoplodon europaeus;SpecASFIS
137124;Mesoplodon grayi;SpecWoRMS;BYW;Mesoplodon grayi;SpecASFIS
137125;Mesoplodon hectori;SpecWoRMS;BHW;Mesoplodon hectori;SpecASFIS
137126;Mesoplodon mirus;SpecWoRMS;BTW;Mesoplodon mirus;SpecASFIS
137127;Ziphius cavirostris;SpecWoRMS;BCW;Ziphius cavirostris;SpecASFIS
148723;Odontoceti;SpecWoRMS;ODN;Odontoceti;SpecASFIS
148724;Mysticeti;SpecWoRMS;MYS;Mysticeti;SpecASFIS
148732;Orcaella brevirostris;SpecWoRMS;IRD;Orcaella brevirostris;SpecASFIS
159023;Eubalaena glacialis;SpecWoRMS;EUG;Eubalaena glacialis;SpecASFIS
159025;Kogia sima;SpecWoRMS;DWW;Kogia sima;SpecASFIS
220222;Eubalaena australis;SpecWoRMS;EUA;Eubalaena australis;SpecASFIS
220226;Sousa chinensis;SpecWoRMS;DHI;Sousa chinensis;SpecASFIS
231405;Balaenoptera bonaerensis;SpecWoRMS;BFW;Balaenoptera bonaerensis;SpecASFIS
231407;Mesoplodon ginkgodens;SpecWoRMS;TGW;Mesoplodon ginkgodens;SpecASFIS
231409;Mesoplodon peruvianus;SpecWoRMS;BPW;Mesoplodon peruvianus;SpecASFIS
231414;Lissodelphis peronii;SpecWoRMS;RSW;Lissodelphis peronii;SpecASFIS
231418;Indopacetus pacificus;SpecWoRMS;BNW;Indopacetus pacificus;SpecASFIS
231424;Caperea marginata;SpecWoRMS;CPM;Caperea marginata;SpecASFIS
231429;Mesoplodon layardii;SpecWoRMS;TSW;Mesoplodon layardii;SpecASFIS
231430;Mesoplodon bowdoini;SpecWoRMS;BDW;Mesoplodon bowdoini;SpecASFIS
231433;Tasmacetus shepherdi;SpecWoRMS;BSW;Tasmacetus shepherdi;SpecASFIS
231434;Lagenorhynchus obscurus;SpecWoRMS;DDU;Lagenorhynchus obscurus;SpecASFIS
242606;Berardius arnuxii;SpecWoRMS;BAW;Berardius arnuxii;SpecASFIS
242608;Berardius bairdii;SpecWoRMS;BEW;Berardius bairdii;SpecASFIS
254964;Pontoporia blainvillei;SpecWoRMS;FRA;Pontoporia blainvillei;SpecASFIS
254970;Sousa teuszii;SpecWoRMS;DHA;Sousa teuszii;SpecASFIS
254971;Phocoena dioptrica;SpecWoRMS;SPP;Phocoena dioptrica;SpecASFIS
254974;Eubalaena japonica;SpecWoRMS;EZJ;Eubalaena japonica;SpecASFIS
254975;Lissodelphis borealis;SpecWoRMS;RNW;Lissodelphis borealis;SpecASFIS
254976;Cephalorhynchus commersonii;SpecWoRMS;CMD;Cephalorhynchus commersonii;SpecASFIS
254977;Cephalorhynchus eutropia;SpecWoRMS;CHD;Cephalorhynchus eutropia;SpecASFIS
254978;Cephalorhynchus heavisidii;SpecWoRMS;HVD;Cephalorhynchus heavisidii;SpecASFIS
254979;Cephalorhynchus hectori;SpecWoRMS;HCD;Cephalorhynchus hectori;SpecASFIS
254980;Lagenorhynchus australis;SpecWoRMS;PLD;Lagenorhynchus australis;SpecASFIS
254981;Lagenorhynchus obliquidens;SpecWoRMS;DWP;Lagenorhynchus obliquidens;SpecASFIS
254983;Tursiops aduncus;SpecWoRMS;DBZ;Tursiops aduncus;SpecASFIS
254985;Neophocaena phocaenoides;SpecWoRMS;PFI;Neophocaena phocaenoides;SpecASFIS
254987;Phocoenoides dalli;SpecWoRMS;PDA;Phocoenoides dalli;SpecASFIS
254990;Mesoplodon carlhubbsi;SpecWoRMS;BUW;Mesoplodon carlhubbsi;SpecASFIS
254991;Mesoplodon stejnegeri;SpecWoRMS;BJW;Mesoplodon stejnegeri;SpecASFIS
254993;Mesoplodon traversii;SpecWoRMS;BXT;Mesoplodon traversii;SpecASFIS
2688;Cetacea;SpecWoRMS;WCA;Cetacea;SpecASFIS
343896;Balaenoptera omurai;SpecWoRMS;BXO;Balaenoptera omurai;SpecASFIS
343897;Phocoena sinus;SpecWoRMS;VAQ;Phocoena sinus;SpecASFIS
343898;Phocoena spinipinnis;SpecWoRMS;BRP;Phocoena spinipinnis;SpecASFIS
343899;Hyperoodon ampullatus;SpecWoRMS;BOW;Hyperoodon ampullatus;SpecASFIS
343900;Hyperoodon planifrons;SpecWoRMS;SRW;Hyperoodon planifrons;SpecASFIS
344009;Sotalia guianensis;SpecWoRMS;TZG;Sotalia guianensis;SpecASFIS
383563;Lagenorhynchus cruciger;SpecWoRMS;HRD;Lagenorhynchus cruciger;SpecASFIS
383586;Sousa plumbea;SpecWoRMS;QPU;Sousa plumbea;SpecASFIS
816452;Sousa sahulensis;SpecWoRMS;QPV;Sousa sahulensis;SpecASFIS
106148;Dosima fascicularis;SpecWoRMS;FDU;Dosima fascicularis;SpecASFIS
107148;Galathea dispersa;SpecWoRMS;GWT;Galathea dispersa;SpecASFIS
107674;Pasiphaea hoplocerca;SpecWoRMS;FHE;Pasiphaea hoplocerca;SpecASFIS
111374;Securiflustra securifrons;SpecWoRMS;UKF;Securiflustra securifrons;SpecASFIS
111597;Alcyonidium diaphanum;SpecWoRMS;DUY;Alcyonidium diaphanum;SpecASFIS
111604;Alcyonidium parasiticum;SpecWoRMS;DUZ;Alcyonidium parasiticum;SpecASFIS
117302;Lytocarpia myriophyllum;SpecWoRMS;IYH;Lytocarpia myriophyllum;SpecASFIS
117870;Abietinaria abietina;SpecWoRMS;IJB;Abietinaria abietina;SpecASFIS
123160;Echinidae;SpecWoRMS;UKE;Echinidae;SpecASFIS
124392;Echinocardium cordatum;SpecWoRMS;KSP;Echinocardium cordatum;SpecASFIS
125125;Ophiopholis aculeata;SpecWoRMS;QXE;Ophiopholis aculeata;SpecASFIS
126287;Gnathophis mystax;SpecWoRMS;GXP;Gnathophis mystax;SpecASFIS
137732;Acanthocardia;SpecWoRMS;KHB;Acanthocardia;SpecASFIS
138590;Gibbula;SpecWoRMS;GVU;Gibbula;SpecASFIS
138691;Acteon tornatilis;SpecWoRMS;FEM;Acteon tornatilis;SpecASFIS
139832;Melanella alba;SpecWoRMS;NBL;Melanella alba;SpecASFIS
140167;Lacuna crassior;SpecWoRMS;RIZ;Lacuna crassior;SpecASFIS
140627;Acanthodoris pilosa;SpecWoRMS;KPZ;Acanthodoris pilosa;SpecASFIS
140678;Patella candei;SpecWoRMS;NII;Patella candei;SpecASFIS
141433;Abra alba;SpecWoRMS;WBB;Abra alba;SpecASFIS
141436;Abra prismatica;SpecWoRMS;WBC;Abra prismatica;SpecASFIS
141577;Arcopagia crassa;SpecWoRMS;GJS;Arcopagia crassa;SpecASFIS
146905;Epitonium clathrus;SpecWoRMS;IPE;Epitonium clathrus;SpecASFIS
158200;Manania atlantica;SpecWoRMS;UVM;Manania atlantica;SpecASFIS
231751;Halecium halecinum;SpecWoRMS;IUW;Halecium halecinum;SpecASFIS
236130;Acrocnida brachiata;SpecWoRMS;FEK;Acrocnida brachiata;SpecASFIS
286303;Acanella rigida;SpecWoRMS;WBE;Acanella rigida;SpecASFIS
287911;Agaricia agaricites;SpecWoRMS;DQG;Agaricia agaricites;SpecASFIS
287912;Agaricia fragilis;SpecWoRMS;DQI;Agaricia fragilis;SpecASFIS
287915;Agaricia lamarcki;SpecWoRMS;DQJ;Agaricia lamarcki;SpecASFIS
287916;Agaricia tenuifolia;SpecWoRMS;DQK;Agaricia tenuifolia;SpecASFIS
291116;Stenisis humilis;SpecWoRMS;INY;Stenisis humilis;SpecASFIS
325342;Decapodiformes;SpecWoRMS;CEP;Cephalopoda;SpecASFIS
337505;Pectinaria californiensis;SpecWoRMS;IPC;Pectinaria californiensis;SpecASFIS
410354;Doryteuthis (Amerigo) pealeii;SpecWoRMS;SQL;Doryteuthis (Amerigo) pealeii;SpecASFIS
416648;Tritonia hombergii;SpecWoRMS;JII;Tritonia hombergii;SpecASFIS
445590;Adamsia palliata;SpecWoRMS;KSL;Adamsia palliata;SpecASFIS
712438;Carlarius heudelotii;SpecWoRMS;ILU;Carlarius heudelotii;SpecASFIS
712907;Kajikia audax;SpecWoRMS;MLS;Kajikia audax;SpecASFIS
955160;Afruca tangeri;SpecWoRMS;DQE;Afruca tangeri;SpecASFIS
105831;Chlamydoselachus anguineus;SpecWoRMS;HXC;Chlamydoselachus anguineus;SpecASFIS
105835;Alopias superciliosus ;SpecWoRMS;BTH;Alopias superciliosus;SpecASFIS
105816;Sphyrna lewini;SpecWoRMS;SPL;Sphyrna lewini;SpecASFIS
218465;Emmelichthys nitidus;SpecWoRMS;EMM;Emmelichthys nitidus;SpecASFIS
